"","franchID","yearID","W","WAR","source"
"1","BNA",1871,20,NA,"Baseball Reference"
"2","CNA",1871,19,NA,"Baseball Reference"
"3","CFC",1871,10,NA,"Baseball Reference"
"4","KEK",1871,7,-0.1,"Baseball Reference"
"5","NNA",1871,16,NA,"Baseball Reference"
"6","PNA",1871,21,NA,"Baseball Reference"
"7","ROK",1871,4,3,"Baseball Reference"
"8","TRO",1871,13,3.2,"Baseball Reference"
"9","OLY",1871,15,8.5,"Baseball Reference"
"10","BLC",1872,35,NA,"Baseball Reference"
"11","ECK",1872,3,-2.7,"Baseball Reference"
"12","BRA",1872,9,-2.4,"Baseball Reference"
"13","BNA",1872,39,NA,"Baseball Reference"
"14","CFC",1872,6,NA,"Baseball Reference"
"15","MAN",1872,5,-3.1,"Baseball Reference"
"16","NNA",1872,34,NA,"Baseball Reference"
"17","PNA",1872,30,NA,"Baseball Reference"
"18","TRO",1872,15,7.8,"Baseball Reference"
"19","OLY",1872,2,-2,"Baseball Reference"
"20","NAT",1872,0,-4.2,"Baseball Reference"
"21","BLC",1873,34,NA,"Baseball Reference"
"22","MAR",1873,0,-4,"Baseball Reference"
"23","BRA",1873,17,6.6,"Baseball Reference"
"24","BNA",1873,43,NA,"Baseball Reference"
"25","RES",1873,2,-2.7,"Baseball Reference"
"26","NNA",1873,29,NA,"Baseball Reference"
"27","PNA",1873,28,NA,"Baseball Reference"
"28","PWS",1873,36,NA,"Baseball Reference"
"29","WBL",1873,8,NA,"Baseball Reference"
"30","BLC",1874,9,NA,"Baseball Reference"
"31","BRA",1874,22,5.5,"Baseball Reference"
"32","BNA",1874,52,NA,"Baseball Reference"
"33","CNA",1874,28,NA,"Baseball Reference"
"34","HNA",1874,16,NA,"Baseball Reference"
"35","NNA",1874,42,NA,"Baseball Reference"
"36","PNA",1874,33,NA,"Baseball Reference"
"37","PWS",1874,29,NA,"Baseball Reference"
"38","BRA",1875,2,-9.5,"Baseball Reference"
"39","BNA",1875,71,NA,"Baseball Reference"
"40","CNA",1875,30,NA,"Baseball Reference"
"41","HNA",1875,54,NA,"Baseball Reference"
"42","WES",1875,1,-0.8,"Baseball Reference"
"43","NHV",1875,7,-1.5,"Baseball Reference"
"44","NNA",1875,30,NA,"Baseball Reference"
"45","PNA",1875,53,NA,"Baseball Reference"
"46","PWS",1875,37,NA,"Baseball Reference"
"47","CEN",1875,2,-1.7,"Baseball Reference"
"48","SLR",1875,4,-1.8,"Baseball Reference"
"49","SNA",1875,39,NA,"Baseball Reference"
"50","WNT",1875,5,NA,"Baseball Reference"
"51","ATL",1876,39,NA,"Baseball Reference"
"52","CHC",1876,52,33.8,"Baseball Reference"
"53","CNR",1876,9,NA,"Baseball Reference"
"54","HAR",1876,47,24,"Baseball Reference"
"55","LGR",1876,30,NA,"Baseball Reference"
"56","NYU",1876,21,-0.2,"Baseball Reference"
"57","ATH",1876,14,-1.8,"Baseball Reference"
"58","SBS",1876,45,NA,"Baseball Reference"
"59","ATL",1877,42,NA,"Baseball Reference"
"60","CHC",1877,26,7.7,"Baseball Reference"
"61","CNR",1877,15,NA,"Baseball Reference"
"62","HAR",1877,31,13.2,"Baseball Reference"
"63","LGR",1877,35,NA,"Baseball Reference"
"64","SBS",1877,28,NA,"Baseball Reference"
"65","ATL",1878,41,NA,"Baseball Reference"
"66","CHC",1878,30,14.6,"Baseball Reference"
"67","CNR",1878,37,NA,"Baseball Reference"
"68","IBL",1878,24,NA,"Baseball Reference"
"69","MLG",1878,15,6.9,"Baseball Reference"
"70","PRO",1878,33,11.2,"Baseball Reference"
"71","BUF",1879,46,20.6,"Baseball Reference"
"72","ATL",1879,54,NA,"Baseball Reference"
"73","CHC",1879,46,17.8,"Baseball Reference"
"74","CBL",1879,27,NA,"Baseball Reference"
"75","CNR",1879,43,NA,"Baseball Reference"
"76","PRO",1879,59,33.9,"Baseball Reference"
"77","SYR",1879,22,1.5,"Baseball Reference"
"78","TRT",1879,19,NA,"Baseball Reference"
"79","BUF",1880,24,1.8,"Baseball Reference"
"80","ATL",1880,40,NA,"Baseball Reference"
"81","CHC",1880,67,30.8,"Baseball Reference"
"82","CBL",1880,47,NA,"Baseball Reference"
"83","CNR",1880,21,NA,"Baseball Reference"
"84","PRO",1880,52,28.6,"Baseball Reference"
"85","TRT",1880,41,NA,"Baseball Reference"
"86","WOR",1880,40,17.3,"Baseball Reference"
"87","BUF",1881,45,16,"Baseball Reference"
"88","ATL",1881,38,NA,"Baseball Reference"
"89","CHC",1881,56,25.3,"Baseball Reference"
"90","CBL",1881,36,NA,"Baseball Reference"
"91","DTN",1881,41,19.7,"Baseball Reference"
"92","PRO",1881,47,16,"Baseball Reference"
"93","TRT",1881,39,NA,"Baseball Reference"
"94","WOR",1881,32,8.9,"Baseball Reference"
"95","BUF",1882,45,19.5,"Baseball Reference"
"96","BLO",1882,19,NA,"Baseball Reference"
"97","ATL",1882,45,NA,"Baseball Reference"
"98","CHC",1882,55,30.8,"Baseball Reference"
"99","CBL",1882,42,NA,"Baseball Reference"
"100","CIN",1882,55,24.5,"Baseball Reference"
"101","DTN",1882,42,12.7,"Baseball Reference"
"102","LOU",1882,42,17.5,"Baseball Reference"
"103","PHA",1882,41,9.1,"Baseball Reference"
"104","PRO",1882,52,23.7,"Baseball Reference"
"105","PIT",1882,39,13.2,"Baseball Reference"
"106","STL",1882,37,0.3,"Baseball Reference"
"107","TRT",1882,35,NA,"Baseball Reference"
"108","WOR",1882,18,-3.1,"Baseball Reference"
"109","BUF",1883,52,21.7,"Baseball Reference"
"110","BLO",1883,28,NA,"Baseball Reference"
"111","ATL",1883,63,NA,"Baseball Reference"
"112","CHC",1883,59,21.6,"Baseball Reference"
"113","CBL",1883,55,NA,"Baseball Reference"
"114","CBK",1883,32,NA,"Baseball Reference"
"115","CIN",1883,61,25,"Baseball Reference"
"116","DTN",1883,40,13.2,"Baseball Reference"
"117","LOU",1883,52,11.5,"Baseball Reference"
"118","SFG",1883,46,NA,"Baseball Reference"
"119","NYP",1883,54,26.2,"Baseball Reference"
"120","PHA",1883,66,14.6,"Baseball Reference"
"121","PHI",1883,17,-8.2,"Baseball Reference"
"122","PRO",1883,58,31.4,"Baseball Reference"
"123","PIT",1883,31,1.3,"Baseball Reference"
"124","STL",1883,65,25.8,"Baseball Reference"
"125","ALT",1884,6,-5.4,"Baseball Reference"
"126","BUF",1884,64,30.6,"Baseball Reference"
"127","BLO",1884,63,NA,"Baseball Reference"
"128","BLU",1884,58,-1.1,"Baseball Reference"
"129","LAD",1884,40,NA,"Baseball Reference"
"130","ATL",1884,73,NA,"Baseball Reference"
"131","BRD",1884,58,NA,"Baseball Reference"
"132","CHC",1884,62,34,"Baseball Reference"
"133","CPI",1884,41,1,"Baseball Reference"
"134","CBL",1884,35,NA,"Baseball Reference"
"135","CBK",1884,69,NA,"Baseball Reference"
"136","CIN",1884,68,21.3,"Baseball Reference"
"137","COR",1884,69,16.6,"Baseball Reference"
"138","DTN",1884,28,-0.4,"Baseball Reference"
"139","IHO",1884,29,NA,"Baseball Reference"
"140","KCU",1884,16,NA,"Baseball Reference"
"141","LOU",1884,68,32,"Baseball Reference"
"142","MLU",1884,8,NA,"Baseball Reference"
"143","SFG",1884,62,NA,"Baseball Reference"
"144","NYP",1884,75,31.5,"Baseball Reference"
"145","PHA",1884,61,21.7,"Baseball Reference"
"146","PHI",1884,39,-0.5,"Baseball Reference"
"147","PHK",1884,21,-11.5,"Baseball Reference"
"148","PRO",1884,84,44.2,"Baseball Reference"
"149","PIT",1884,30,-11.7,"Baseball Reference"
"150","RIC",1884,12,-2.2,"Baseball Reference"
"151","STL",1884,67,16.6,"Baseball Reference"
"152","SLM",1884,94,33,"Baseball Reference"
"153","STP",1884,2,-0.7,"Baseball Reference"
"154","TOL",1884,46,10.8,"Baseball Reference"
"155","WIL",1884,2,-3.9,"Baseball Reference"
"156","WST",1884,12,NA,"Baseball Reference"
"157","WNA",1884,47,NA,"Baseball Reference"
"158","BUF",1885,38,4.4,"Baseball Reference"
"159","BLO",1885,41,NA,"Baseball Reference"
"160","LAD",1885,53,NA,"Baseball Reference"
"161","ATL",1885,46,NA,"Baseball Reference"
"162","CHC",1885,87,40,"Baseball Reference"
"163","CIN",1885,63,18.4,"Baseball Reference"
"164","DTN",1885,41,20.2,"Baseball Reference"
"165","LOU",1885,53,14.9,"Baseball Reference"
"166","SFG",1885,85,NA,"Baseball Reference"
"167","NYP",1885,44,7.9,"Baseball Reference"
"168","PHA",1885,55,14,"Baseball Reference"
"169","PHI",1885,56,23.2,"Baseball Reference"
"170","PRO",1885,53,18.4,"Baseball Reference"
"171","PIT",1885,56,20.5,"Baseball Reference"
"172","STL",1885,79,25.7,"Baseball Reference"
"173","SLM",1885,36,11,"Baseball Reference"
"174","BLO",1886,48,NA,"Baseball Reference"
"175","LAD",1886,76,NA,"Baseball Reference"
"176","ATL",1886,56,NA,"Baseball Reference"
"177","CHC",1886,90,43.7,"Baseball Reference"
"178","CIN",1886,65,15,"Baseball Reference"
"179","DTN",1886,87,45.4,"Baseball Reference"
"180","KCN",1886,30,-0.9,"Baseball Reference"
"181","LOU",1886,66,23.6,"Baseball Reference"
"182","SFG",1886,75,NA,"Baseball Reference"
"183","NYP",1886,53,11.7,"Baseball Reference"
"184","PHA",1886,63,5.9,"Baseball Reference"
"185","PHI",1886,71,32.3,"Baseball Reference"
"186","PIT",1886,80,34.2,"Baseball Reference"
"187","STL",1886,93,43.3,"Baseball Reference"
"188","SLM",1886,43,13.1,"Baseball Reference"
"189","WNL",1886,28,NA,"Baseball Reference"
"190","BLO",1887,77,NA,"Baseball Reference"
"191","LAD",1887,60,NA,"Baseball Reference"
"192","ATL",1887,61,NA,"Baseball Reference"
"193","CHC",1887,71,34.2,"Baseball Reference"
"194","CLV",1887,39,NA,"Baseball Reference"
"195","CIN",1887,81,28.2,"Baseball Reference"
"196","DTN",1887,79,36.2,"Baseball Reference"
"197","IND",1887,37,5.4,"Baseball Reference"
"198","LOU",1887,76,26.3,"Baseball Reference"
"199","SFG",1887,68,NA,"Baseball Reference"
"200","NYP",1887,44,-1.7,"Baseball Reference"
"201","PHA",1887,64,17.8,"Baseball Reference"
"202","PHI",1887,75,33.7,"Baseball Reference"
"203","PIT",1887,55,20.4,"Baseball Reference"
"204","STL",1887,95,35.6,"Baseball Reference"
"205","WNL",1887,46,NA,"Baseball Reference"
"206","BLO",1888,57,NA,"Baseball Reference"
"207","LAD",1888,88,NA,"Baseball Reference"
"208","ATL",1888,70,NA,"Baseball Reference"
"209","CHC",1888,77,31.1,"Baseball Reference"
"210","CLV",1888,50,NA,"Baseball Reference"
"211","CIN",1888,80,27.3,"Baseball Reference"
"212","DTN",1888,68,32.5,"Baseball Reference"
"213","IND",1888,50,15.2,"Baseball Reference"
"214","KCC",1888,43,-6.4,"Baseball Reference"
"215","LOU",1888,48,4.4,"Baseball Reference"
"216","SFG",1888,84,NA,"Baseball Reference"
"217","PHA",1888,81,31.2,"Baseball Reference"
"218","PHI",1888,69,29.8,"Baseball Reference"
"219","PIT",1888,66,23.2,"Baseball Reference"
"220","STL",1888,92,39,"Baseball Reference"
"221","WNL",1888,48,NA,"Baseball Reference"
"222","BLO",1889,70,NA,"Baseball Reference"
"223","LAD",1889,93,NA,"Baseball Reference"
"224","ATL",1889,83,NA,"Baseball Reference"
"225","CHC",1889,67,30.7,"Baseball Reference"
"226","CLV",1889,61,25.5,"Baseball Reference"
"227","CLS",1889,60,NA,"Baseball Reference"
"228","CIN",1889,76,32.1,"Baseball Reference"
"229","IND",1889,59,19.8,"Baseball Reference"
"230","KCC",1889,55,0.5,"Baseball Reference"
"231","LOU",1889,27,-7.7,"Baseball Reference"
"232","SFG",1889,83,NA,"Baseball Reference"
"233","PHA",1889,75,30,"Baseball Reference"
"234","PHI",1889,63,26.3,"Baseball Reference"
"235","PIT",1889,61,20.3,"Baseball Reference"
"236","STL",1889,90,35.8,"Baseball Reference"
"237","WNL",1889,41,NA,"Baseball Reference"
"238","BFB",1890,36,NA,"Baseball Reference"
"239","BLO",1890,15,NA,"Baseball Reference"
"240","BRG",1890,26,-6.8,"Baseball Reference"
"241","LAD",1890,86,NA,"Baseball Reference"
"242","BWW",1890,76,18.4,"Baseball Reference"
"243","ATL",1890,76,NA,"Baseball Reference"
"244","BRS",1890,81,NA,"Baseball Reference"
"245","CHC",1890,83,36.1,"Baseball Reference"
"246","CHP",1890,75,NA,"Baseball Reference"
"247","CIN",1890,77,40,"Baseball Reference"
"248","CLV",1890,44,12.3,"Baseball Reference"
"249","CLS",1890,79,NA,"Baseball Reference"
"250","CLI",1890,55,NA,"Baseball Reference"
"251","LOU",1890,88,40.6,"Baseball Reference"
"252","SFG",1890,63,NA,"Baseball Reference"
"253","NYI",1890,74,20.9,"Baseball Reference"
"254","PHA",1890,54,0.8,"Baseball Reference"
"255","PHI",1890,78,38.4,"Baseball Reference"
"256","PHQ",1890,68,19.4,"Baseball Reference"
"257","PIT",1890,23,-17.2,"Baseball Reference"
"258","PBB",1890,60,16.2,"Baseball Reference"
"259","ROC",1890,63,17.1,"Baseball Reference"
"260","STL",1890,78,28.1,"Baseball Reference"
"261","SYS",1890,55,NA,"Baseball Reference"
"262","TLM",1890,68,NA,"Baseball Reference"
"263","BLO",1891,71,NA,"Baseball Reference"
"264","LAD",1891,61,NA,"Baseball Reference"
"265","BRS",1891,93,NA,"Baseball Reference"
"266","ATL",1891,87,NA,"Baseball Reference"
"267","CHC",1891,82,32.6,"Baseball Reference"
"268","CIN",1891,56,21.2,"Baseball Reference"
"269","CLV",1891,65,18.5,"Baseball Reference"
"270","CLS",1891,61,NA,"Baseball Reference"
"271","CKK",1891,43,8,"Baseball Reference"
"272","LOU",1891,54,11.1,"Baseball Reference"
"273","MLA",1891,21,NA,"Baseball Reference"
"274","SFG",1891,71,NA,"Baseball Reference"
"275","PHQ",1891,73,NA,"Baseball Reference"
"276","PHI",1891,68,25.4,"Baseball Reference"
"277","PIT",1891,55,21.4,"Baseball Reference"
"278","STL",1891,85,29.5,"Baseball Reference"
"279","WAS",1891,44,-2.4,"Baseball Reference"
"280","BLO",1892,46,NA,"Baseball Reference"
"281","LAD",1892,95,NA,"Baseball Reference"
"282","ATL",1892,102,NA,"Baseball Reference"
"283","CHC",1892,70,26.7,"Baseball Reference"
"284","CIN",1892,82,37,"Baseball Reference"
"285","CLV",1892,93,49,"Baseball Reference"
"286","LOU",1892,63,18.3,"Baseball Reference"
"287","SFG",1892,71,NA,"Baseball Reference"
"288","PHI",1892,87,50.2,"Baseball Reference"
"289","PIT",1892,80,22.8,"Baseball Reference"
"290","STL",1892,56,12.7,"Baseball Reference"
"291","WAS",1892,58,NA,"Baseball Reference"
"292","BLO",1893,60,NA,"Baseball Reference"
"293","LAD",1893,65,NA,"Baseball Reference"
"294","ATL",1893,86,NA,"Baseball Reference"
"295","CHC",1893,56,21.1,"Baseball Reference"
"296","CIN",1893,65,24.2,"Baseball Reference"
"297","CLV",1893,73,33.2,"Baseball Reference"
"298","LOU",1893,50,9.6,"Baseball Reference"
"299","SFG",1893,68,NA,"Baseball Reference"
"300","PHI",1893,72,35.5,"Baseball Reference"
"301","PIT",1893,81,41.8,"Baseball Reference"
"302","STL",1893,57,28.1,"Baseball Reference"
"303","WAS",1893,40,NA,"Baseball Reference"
"304","BLO",1894,89,NA,"Baseball Reference"
"305","LAD",1894,70,NA,"Baseball Reference"
"306","ATL",1894,83,NA,"Baseball Reference"
"307","CHC",1894,57,21.9,"Baseball Reference"
"308","CIN",1894,55,15.2,"Baseball Reference"
"309","CLV",1894,68,24.9,"Baseball Reference"
"310","LOU",1894,36,6.6,"Baseball Reference"
"311","SFG",1894,88,NA,"Baseball Reference"
"312","PHI",1894,71,38.8,"Baseball Reference"
"313","PIT",1894,65,27.8,"Baseball Reference"
"314","STL",1894,56,21.5,"Baseball Reference"
"315","WAS",1894,45,NA,"Baseball Reference"
"316","BLO",1895,87,NA,"Baseball Reference"
"317","LAD",1895,71,NA,"Baseball Reference"
"318","ATL",1895,71,NA,"Baseball Reference"
"319","CHC",1895,72,28.7,"Baseball Reference"
"320","CIN",1895,66,30,"Baseball Reference"
"321","CLV",1895,84,38,"Baseball Reference"
"322","LOU",1895,35,2.3,"Baseball Reference"
"323","SFG",1895,66,NA,"Baseball Reference"
"324","PHI",1895,78,34.7,"Baseball Reference"
"325","PIT",1895,71,31.1,"Baseball Reference"
"326","STL",1895,39,9.9,"Baseball Reference"
"327","WAS",1895,43,NA,"Baseball Reference"
"328","BLO",1896,90,NA,"Baseball Reference"
"329","LAD",1896,58,NA,"Baseball Reference"
"330","ATL",1896,74,NA,"Baseball Reference"
"331","CHC",1896,71,26.3,"Baseball Reference"
"332","CIN",1896,77,39.9,"Baseball Reference"
"333","CLV",1896,80,42,"Baseball Reference"
"334","LOU",1896,38,1.7,"Baseball Reference"
"335","SFG",1896,64,NA,"Baseball Reference"
"336","PHI",1896,62,20.4,"Baseball Reference"
"337","PIT",1896,66,32.2,"Baseball Reference"
"338","STL",1896,40,3.6,"Baseball Reference"
"339","WAS",1896,58,NA,"Baseball Reference"
"340","BLO",1897,90,NA,"Baseball Reference"
"341","LAD",1897,61,NA,"Baseball Reference"
"342","ATL",1897,93,NA,"Baseball Reference"
"343","CHC",1897,59,19.4,"Baseball Reference"
"344","CIN",1897,76,33.1,"Baseball Reference"
"345","CLV",1897,69,33.7,"Baseball Reference"
"346","LOU",1897,52,12.2,"Baseball Reference"
"347","SFG",1897,83,NA,"Baseball Reference"
"348","PHI",1897,55,26.6,"Baseball Reference"
"349","PIT",1897,60,16.3,"Baseball Reference"
"350","STL",1897,29,-1.8,"Baseball Reference"
"351","WAS",1897,61,NA,"Baseball Reference"
"352","BLO",1898,96,NA,"Baseball Reference"
"353","LAD",1898,54,NA,"Baseball Reference"
"354","ATL",1898,102,NA,"Baseball Reference"
"355","CHC",1898,85,41.1,"Baseball Reference"
"356","CIN",1898,92,37.4,"Baseball Reference"
"357","CLV",1898,81,36.8,"Baseball Reference"
"358","LOU",1898,70,21.2,"Baseball Reference"
"359","SFG",1898,77,NA,"Baseball Reference"
"360","PHI",1898,78,32.2,"Baseball Reference"
"361","PIT",1898,72,30.2,"Baseball Reference"
"362","STL",1898,39,6.3,"Baseball Reference"
"363","WAS",1898,51,NA,"Baseball Reference"
"364","BLO",1899,86,NA,"Baseball Reference"
"365","LAD",1899,101,NA,"Baseball Reference"
"366","ATL",1899,95,NA,"Baseball Reference"
"367","CHC",1899,75,31.6,"Baseball Reference"
"368","CIN",1899,83,36.3,"Baseball Reference"
"369","CLV",1899,20,-20.2,"Baseball Reference"
"370","LOU",1899,75,33.8,"Baseball Reference"
"371","SFG",1899,60,NA,"Baseball Reference"
"372","PHI",1899,94,43,"Baseball Reference"
"373","PIT",1899,76,38.2,"Baseball Reference"
"374","STL",1899,84,41.2,"Baseball Reference"
"375","WAS",1899,54,NA,"Baseball Reference"
"376","LAD",1900,82,NA,"Baseball Reference"
"377","ATL",1900,66,NA,"Baseball Reference"
"378","CHC",1900,65,23.8,"Baseball Reference"
"379","CIN",1900,62,24.5,"Baseball Reference"
"380","SFG",1900,60,NA,"Baseball Reference"
"381","PHI",1900,75,28.1,"Baseball Reference"
"382","PIT",1900,79,35.3,"Baseball Reference"
"383","STL",1900,65,31.6,"Baseball Reference"
"384","NYY",1901,68,NA,"Baseball Reference"
"385","BOS",1901,79,41.6,"Baseball Reference"
"386","LAD",1901,79,NA,"Baseball Reference"
"387","ATL",1901,69,NA,"Baseball Reference"
"388","CHW",1901,83,42.1,"Baseball Reference"
"389","CHC",1901,53,16.5,"Baseball Reference"
"390","CIN",1901,52,11.1,"Baseball Reference"
"391","CLE",1901,54,14.4,"Baseball Reference"
"392","DET",1901,74,32.8,"Baseball Reference"
"393","BAL",1901,48,NA,"Baseball Reference"
"394","SFG",1901,52,NA,"Baseball Reference"
"395","OAK",1901,74,NA,"Baseball Reference"
"396","PHI",1901,83,40.2,"Baseball Reference"
"397","PIT",1901,90,43.5,"Baseball Reference"
"398","STL",1901,76,32.7,"Baseball Reference"
"399","MIN",1901,61,NA,"Baseball Reference"
"400","NYY",1902,50,NA,"Baseball Reference"
"401","BOS",1902,77,34.7,"Baseball Reference"
"402","LAD",1902,75,NA,"Baseball Reference"
"403","ATL",1902,73,NA,"Baseball Reference"
"404","CHW",1902,74,30.4,"Baseball Reference"
"405","CHC",1902,68,34.4,"Baseball Reference"
"406","CIN",1902,70,36.3,"Baseball Reference"
"407","CLE",1902,69,31.8,"Baseball Reference"
"408","DET",1902,52,19.2,"Baseball Reference"
"409","SFG",1902,48,NA,"Baseball Reference"
"410","OAK",1902,83,NA,"Baseball Reference"
"411","PHI",1902,56,12.1,"Baseball Reference"
"412","PIT",1902,103,54.5,"Baseball Reference"
"413","BAL",1902,78,NA,"Baseball Reference"
"414","STL",1902,56,11.5,"Baseball Reference"
"415","MIN",1902,61,NA,"Baseball Reference"
"416","BOS",1903,91,45.1,"Baseball Reference"
"417","LAD",1903,70,NA,"Baseball Reference"
"418","ATL",1903,58,NA,"Baseball Reference"
"419","CHW",1903,60,22.5,"Baseball Reference"
"420","CHC",1903,82,34.3,"Baseball Reference"
"421","CIN",1903,74,34.9,"Baseball Reference"
"422","CLE",1903,77,35.5,"Baseball Reference"
"423","DET",1903,65,36.3,"Baseball Reference"
"424","SFG",1903,84,NA,"Baseball Reference"
"425","NYY",1903,72,26.7,"Baseball Reference"
"426","OAK",1903,75,NA,"Baseball Reference"
"427","PHI",1903,49,16,"Baseball Reference"
"428","PIT",1903,91,37.6,"Baseball Reference"
"429","BAL",1903,65,NA,"Baseball Reference"
"430","STL",1903,43,4.8,"Baseball Reference"
"431","MIN",1903,43,NA,"Baseball Reference"
"432","BOS",1904,95,47.9,"Baseball Reference"
"433","LAD",1904,56,NA,"Baseball Reference"
"434","ATL",1904,55,NA,"Baseball Reference"
"435","CHW",1904,89,42.2,"Baseball Reference"
"436","CHC",1904,93,34.8,"Baseball Reference"
"437","CIN",1904,88,39.1,"Baseball Reference"
"438","CLE",1904,86,47.6,"Baseball Reference"
"439","DET",1904,62,21.2,"Baseball Reference"
"440","SFG",1904,106,NA,"Baseball Reference"
"441","NYY",1904,92,44.5,"Baseball Reference"
"442","OAK",1904,81,NA,"Baseball Reference"
"443","PHI",1904,52,7.3,"Baseball Reference"
"444","PIT",1904,87,32.6,"Baseball Reference"
"445","BAL",1904,65,NA,"Baseball Reference"
"446","STL",1904,75,34.1,"Baseball Reference"
"447","MIN",1904,38,NA,"Baseball Reference"
"448","BOS",1905,78,35.8,"Baseball Reference"
"449","LAD",1905,48,NA,"Baseball Reference"
"450","ATL",1905,51,NA,"Baseball Reference"
"451","CHW",1905,92,50.2,"Baseball Reference"
"452","CHC",1905,92,46.1,"Baseball Reference"
"453","CIN",1905,79,27.5,"Baseball Reference"
"454","CLE",1905,76,32.9,"Baseball Reference"
"455","DET",1905,79,30.7,"Baseball Reference"
"456","SFG",1905,105,NA,"Baseball Reference"
"457","NYY",1905,71,30.5,"Baseball Reference"
"458","OAK",1905,92,NA,"Baseball Reference"
"459","PHI",1905,83,33.3,"Baseball Reference"
"460","PIT",1905,96,37.8,"Baseball Reference"
"461","BAL",1905,54,NA,"Baseball Reference"
"462","STL",1905,58,13.1,"Baseball Reference"
"463","MIN",1905,64,NA,"Baseball Reference"
"464","BOS",1906,49,11.9,"Baseball Reference"
"465","LAD",1906,66,NA,"Baseball Reference"
"466","ATL",1906,49,NA,"Baseball Reference"
"467","CHW",1906,93,39.4,"Baseball Reference"
"468","CHC",1906,116,56.2,"Baseball Reference"
"469","CIN",1906,64,23.7,"Baseball Reference"
"470","CLE",1906,89,56.2,"Baseball Reference"
"471","DET",1906,71,24.3,"Baseball Reference"
"472","SFG",1906,96,NA,"Baseball Reference"
"473","NYY",1906,90,40.8,"Baseball Reference"
"474","OAK",1906,78,NA,"Baseball Reference"
"475","PHI",1906,71,26.4,"Baseball Reference"
"476","PIT",1906,93,43.9,"Baseball Reference"
"477","BAL",1906,76,NA,"Baseball Reference"
"478","STL",1906,52,16.9,"Baseball Reference"
"479","MIN",1906,55,NA,"Baseball Reference"
"480","BOS",1907,59,30.3,"Baseball Reference"
"481","LAD",1907,65,NA,"Baseball Reference"
"482","ATL",1907,58,NA,"Baseball Reference"
"483","CHW",1907,87,39.1,"Baseball Reference"
"484","CHC",1907,107,46.8,"Baseball Reference"
"485","CIN",1907,66,29.7,"Baseball Reference"
"486","CLE",1907,85,36.2,"Baseball Reference"
"487","DET",1907,92,40.3,"Baseball Reference"
"488","SFG",1907,82,NA,"Baseball Reference"
"489","NYY",1907,70,20.5,"Baseball Reference"
"490","OAK",1907,88,NA,"Baseball Reference"
"491","PHI",1907,83,28.9,"Baseball Reference"
"492","PIT",1907,91,37.7,"Baseball Reference"
"493","BAL",1907,69,NA,"Baseball Reference"
"494","STL",1907,52,13.8,"Baseball Reference"
"495","MIN",1907,49,NA,"Baseball Reference"
"496","BOS",1908,75,36.2,"Baseball Reference"
"497","LAD",1908,53,NA,"Baseball Reference"
"498","ATL",1908,63,NA,"Baseball Reference"
"499","CHW",1908,88,37.9,"Baseball Reference"
"500","CHC",1908,99,41.7,"Baseball Reference"
"501","CIN",1908,73,21.3,"Baseball Reference"
"502","CLE",1908,90,45.1,"Baseball Reference"
"503","DET",1908,90,37.2,"Baseball Reference"
"504","SFG",1908,98,NA,"Baseball Reference"
"505","NYY",1908,51,8.8,"Baseball Reference"
"506","OAK",1908,68,NA,"Baseball Reference"
"507","PHI",1908,83,39.8,"Baseball Reference"
"508","PIT",1908,98,40.3,"Baseball Reference"
"509","BAL",1908,83,NA,"Baseball Reference"
"510","STL",1908,49,7.4,"Baseball Reference"
"511","MIN",1908,67,NA,"Baseball Reference"
"512","BOS",1909,88,35.8,"Baseball Reference"
"513","LAD",1909,55,NA,"Baseball Reference"
"514","ATL",1909,45,NA,"Baseball Reference"
"515","CHW",1909,78,37.3,"Baseball Reference"
"516","CHC",1909,104,49.2,"Baseball Reference"
"517","CIN",1909,77,32.4,"Baseball Reference"
"518","CLE",1909,71,28.2,"Baseball Reference"
"519","DET",1909,98,49.3,"Baseball Reference"
"520","SFG",1909,92,NA,"Baseball Reference"
"521","NYY",1909,74,28.8,"Baseball Reference"
"522","OAK",1909,95,NA,"Baseball Reference"
"523","PHI",1909,74,31.4,"Baseball Reference"
"524","PIT",1909,110,49.4,"Baseball Reference"
"525","BAL",1909,61,NA,"Baseball Reference"
"526","STL",1909,54,13.2,"Baseball Reference"
"527","MIN",1909,42,NA,"Baseball Reference"
"528","BOS",1910,81,46.2,"Baseball Reference"
"529","LAD",1910,64,NA,"Baseball Reference"
"530","ATL",1910,53,NA,"Baseball Reference"
"531","CHW",1910,68,32.3,"Baseball Reference"
"532","CHC",1910,104,44.7,"Baseball Reference"
"533","CIN",1910,75,24.5,"Baseball Reference"
"534","CLE",1910,71,26.9,"Baseball Reference"
"535","DET",1910,86,40.8,"Baseball Reference"
"536","SFG",1910,91,NA,"Baseball Reference"
"537","NYY",1910,88,42.3,"Baseball Reference"
"538","OAK",1910,102,NA,"Baseball Reference"
"539","PHI",1910,78,25.8,"Baseball Reference"
"540","PIT",1910,86,31.7,"Baseball Reference"
"541","BAL",1910,47,NA,"Baseball Reference"
"542","STL",1910,63,15.2,"Baseball Reference"
"543","MIN",1910,66,NA,"Baseball Reference"
"544","BOS",1911,78,42.5,"Baseball Reference"
"545","LAD",1911,64,NA,"Baseball Reference"
"546","ATL",1911,44,NA,"Baseball Reference"
"547","CHW",1911,77,40.3,"Baseball Reference"
"548","CHC",1911,92,39.2,"Baseball Reference"
