"","franchID","yearID","W","WAR","source"
"1087","LAD",1936,67,NA,"Baseball Reference"
"1088","MIN",1936,82,NA,"Baseball Reference"
"1089","NYY",1936,102,55,"Baseball Reference"
"1090","OAK",1936,53,NA,"Baseball Reference"
"1091","PHA",1936,NA,6,"Baseball Reference"
"1092","PHI",1936,54,24.5,"Baseball Reference"
"1093","PIT",1936,84,37.6,"Baseball Reference"
"1094","SFG",1936,92,NA,"Baseball Reference"
"1095","STL",1936,87,28.7,"Baseball Reference"
"1096","ATL",1937,79,NA,"Baseball Reference"
"1097","BAL",1937,46,NA,"Baseball Reference"
"1098","BOS",1937,80,34.3,"Baseball Reference"
"1099","CHC",1937,93,42.2,"Baseball Reference"
"1100","CHW",1937,86,35.5,"Baseball Reference"
"1101","CIN",1937,56,21.3,"Baseball Reference"
"1102","CLE",1937,83,34.9,"Baseball Reference"
"1103","DET",1937,89,37.1,"Baseball Reference"
"1104","LAD",1937,62,NA,"Baseball Reference"
"1105","MIN",1937,73,NA,"Baseball Reference"
"1106","NYY",1937,102,52.6,"Baseball Reference"
"1107","OAK",1937,54,NA,"Baseball Reference"
"1108","PHA",1937,NA,22.4,"Baseball Reference"
"1109","PHI",1937,61,18.3,"Baseball Reference"
"1110","PIT",1937,86,38.3,"Baseball Reference"
"1111","SFG",1937,95,NA,"Baseball Reference"
"1112","STL",1937,81,30.4,"Baseball Reference"
"1113","ATL",1938,77,NA,"Baseball Reference"
"1114","BAL",1938,55,NA,"Baseball Reference"
"1115","BOS",1938,88,40.4,"Baseball Reference"
"1116","CHC",1938,89,42.2,"Baseball Reference"
"1117","CHW",1938,65,28.1,"Baseball Reference"
"1118","CIN",1938,82,39.1,"Baseball Reference"
"1119","CLE",1938,86,34.3,"Baseball Reference"
"1120","DET",1938,84,32.2,"Baseball Reference"
"1121","LAD",1938,69,NA,"Baseball Reference"
"1122","MIN",1938,75,NA,"Baseball Reference"
"1123","NYY",1938,99,46.8,"Baseball Reference"
"1124","OAK",1938,53,NA,"Baseball Reference"
"1125","PHA",1938,NA,15.1,"Baseball Reference"
"1126","PHI",1938,45,5,"Baseball Reference"
"1127","PIT",1938,86,41.3,"Baseball Reference"
"1128","SFG",1938,83,NA,"Baseball Reference"
"1129","STL",1938,71,32.3,"Baseball Reference"
"1130","ATL",1939,63,NA,"Baseball Reference"
"1131","BAL",1939,43,NA,"Baseball Reference"
"1132","BOS",1939,89,35.6,"Baseball Reference"
"1133","CHC",1939,84,32.6,"Baseball Reference"
"1134","CHW",1939,85,33.9,"Baseball Reference"
"1135","CIN",1939,97,44.6,"Baseball Reference"
"1136","CLE",1939,87,40.6,"Baseball Reference"
"1137","DET",1939,81,39.3,"Baseball Reference"
"1138","LAD",1939,84,NA,"Baseball Reference"
"1139","MIN",1939,65,NA,"Baseball Reference"
"1140","NYY",1939,106,61.1,"Baseball Reference"
"1141","OAK",1939,55,NA,"Baseball Reference"
"1142","PHA",1939,NA,8.8,"Baseball Reference"
"1143","PHI",1939,45,5.5,"Baseball Reference"
"1144","PIT",1939,68,26.8,"Baseball Reference"
"1145","SFG",1939,77,NA,"Baseball Reference"
"1146","STL",1939,92,47.8,"Baseball Reference"
"1147","ATL",1940,65,NA,"Baseball Reference"
"1148","BAL",1940,67,NA,"Baseball Reference"
"1149","BOS",1940,82,32.9,"Baseball Reference"
"1150","CHC",1940,75,39.8,"Baseball Reference"
"1151","CHW",1940,82,36,"Baseball Reference"
"1152","CIN",1940,100,48.2,"Baseball Reference"
"1153","CLE",1940,89,38.6,"Baseball Reference"
"1154","DET",1940,90,47.6,"Baseball Reference"
"1155","LAD",1940,88,NA,"Baseball Reference"
"1156","MIN",1940,64,NA,"Baseball Reference"
"1157","NYY",1940,88,39,"Baseball Reference"
"1158","OAK",1940,54,NA,"Baseball Reference"
"1159","PHA",1940,NA,12.4,"Baseball Reference"
"1160","PHI",1940,50,14.5,"Baseball Reference"
"1161","PIT",1940,78,28.8,"Baseball Reference"
"1162","SFG",1940,72,NA,"Baseball Reference"
"1163","STL",1940,84,37,"Baseball Reference"
"1164","ATL",1941,62,NA,"Baseball Reference"
"1165","BAL",1941,70,NA,"Baseball Reference"
"1166","BOS",1941,84,38.5,"Baseball Reference"
"1167","CHC",1941,70,30,"Baseball Reference"
"1168","CHW",1941,77,30.2,"Baseball Reference"
"1169","CIN",1941,88,35,"Baseball Reference"
"1170","CLE",1941,75,32.2,"Baseball Reference"
"1171","DET",1941,75,28.4,"Baseball Reference"
"1172","LAD",1941,100,NA,"Baseball Reference"
"1173","MIN",1941,70,NA,"Baseball Reference"
"1174","NYY",1941,101,44.4,"Baseball Reference"
"1175","OAK",1941,64,NA,"Baseball Reference"
"1176","PHA",1941,NA,21,"Baseball Reference"
"1177","PHI",1941,43,12.4,"Baseball Reference"
"1178","PIT",1941,81,36.9,"Baseball Reference"
"1179","SFG",1941,74,NA,"Baseball Reference"
"1180","STL",1941,97,46.7,"Baseball Reference"
"1181","ATL",1942,59,NA,"Baseball Reference"
"1182","BAL",1942,82,NA,"Baseball Reference"
"1183","BOS",1942,93,41.2,"Baseball Reference"
"1184","CHC",1942,68,26,"Baseball Reference"
"1185","CHW",1942,66,18.9,"Baseball Reference"
"1186","CIN",1942,76,30.4,"Baseball Reference"
"1187","CLE",1942,75,22.1,"Baseball Reference"
"1188","DET",1942,73,30,"Baseball Reference"
"1189","LAD",1942,104,NA,"Baseball Reference"
"1190","MIN",1942,62,NA,"Baseball Reference"
"1191","NYY",1942,103,48.1,"Baseball Reference"
"1192","OAK",1942,55,NA,"Baseball Reference"
"1193","PHA",1942,NA,5.2,"Baseball Reference"
"1194","PHI",1942,42,7.8,"Baseball Reference"
"1195","PIT",1942,66,22.7,"Baseball Reference"
"1196","SFG",1942,85,NA,"Baseball Reference"
"1197","STL",1942,106,54,"Baseball Reference"
"1198","ATL",1943,68,NA,"Baseball Reference"
"1199","BAL",1943,72,NA,"Baseball Reference"
"1200","BOS",1943,68,21.9,"Baseball Reference"
"1201","CHC",1943,74,33.3,"Baseball Reference"
"1202","CHW",1943,82,24.3,"Baseball Reference"
"1203","CIN",1943,87,32.7,"Baseball Reference"
"1204","CLE",1943,82,33.3,"Baseball Reference"
"1205","DET",1943,78,34.6,"Baseball Reference"
"1206","LAD",1943,81,NA,"Baseball Reference"
"1207","MIN",1943,84,NA,"Baseball Reference"
"1208","NYY",1943,98,41.9,"Baseball Reference"
"1209","OAK",1943,49,NA,"Baseball Reference"
"1210","PHA",1943,NA,1.3,"Baseball Reference"
"1211","PHI",1943,64,21,"Baseball Reference"
"1212","PIT",1943,80,34.5,"Baseball Reference"
"1213","SFG",1943,55,NA,"Baseball Reference"
"1214","STL",1943,105,53.9,"Baseball Reference"
"1215","ATL",1944,65,NA,"Baseball Reference"
"1216","BAL",1944,89,NA,"Baseball Reference"
"1217","BOS",1944,77,29.1,"Baseball Reference"
"1218","CHC",1944,75,26.7,"Baseball Reference"
"1219","CHW",1944,71,13.4,"Baseball Reference"
"1220","CIN",1944,89,37.4,"Baseball Reference"
"1221","CLE",1944,72,27.8,"Baseball Reference"
"1222","DET",1944,88,34.2,"Baseball Reference"
"1223","LAD",1944,63,NA,"Baseball Reference"
"1224","MIN",1944,64,NA,"Baseball Reference"
"1225","NYY",1944,83,35.4,"Baseball Reference"
"1226","OAK",1944,72,NA,"Baseball Reference"
"1227","PHA",1944,NA,27.4,"Baseball Reference"
"1228","PHI",1944,61,25.3,"Baseball Reference"
"1229","PIT",1944,90,35.2,"Baseball Reference"
"1230","SFG",1944,67,NA,"Baseball Reference"
"1231","STL",1944,105,58.7,"Baseball Reference"
"1232","ATL",1945,67,NA,"Baseball Reference"
"1233","BAL",1945,81,NA,"Baseball Reference"
"1234","BOS",1945,71,22.5,"Baseball Reference"
"1235","CHC",1945,98,46.7,"Baseball Reference"
"1236","CHW",1945,71,19,"Baseball Reference"
"1237","CIN",1945,61,16.1,"Baseball Reference"
"1238","CLE",1945,73,31.2,"Baseball Reference"
"1239","DET",1945,88,34.6,"Baseball Reference"
"1240","LAD",1945,87,NA,"Baseball Reference"
"1241","MIN",1945,87,NA,"Baseball Reference"
"1242","NYY",1945,81,33.9,"Baseball Reference"
"1243","OAK",1945,52,NA,"Baseball Reference"
"1244","PHA",1945,NA,16.1,"Baseball Reference"
"1245","PHI",1945,46,-1.2,"Baseball Reference"
"1246","PIT",1945,82,33.7,"Baseball Reference"
"1247","SFG",1945,78,NA,"Baseball Reference"
"1248","STL",1945,95,41,"Baseball Reference"
"1249","ATL",1946,81,NA,"Baseball Reference"
"1250","BAL",1946,66,NA,"Baseball Reference"
"1251","BOS",1946,104,43.6,"Baseball Reference"
"1252","CHC",1946,82,38,"Baseball Reference"
"1253","CHW",1946,74,25.7,"Baseball Reference"
"1254","CIN",1946,67,35,"Baseball Reference"
"1255","CLE",1946,68,24.5,"Baseball Reference"
"1256","DET",1946,92,40.2,"Baseball Reference"
"1257","LAD",1946,96,NA,"Baseball Reference"
"1258","MIN",1946,76,NA,"Baseball Reference"
"1259","NYY",1946,87,38.9,"Baseball Reference"
"1260","OAK",1946,49,NA,"Baseball Reference"
"1261","PHA",1946,NA,14.1,"Baseball Reference"
"1262","PHI",1946,69,24.2,"Baseball Reference"
"1263","PIT",1946,63,27.4,"Baseball Reference"
"1264","SFG",1946,61,NA,"Baseball Reference"
"1265","STL",1946,98,47.2,"Baseball Reference"
"1266","ATL",1947,86,NA,"Baseball Reference"
"1267","BAL",1947,59,NA,"Baseball Reference"
"1268","BOS",1947,83,31.3,"Baseball Reference"
"1269","CHC",1947,69,25.8,"Baseball Reference"
"1270","CHW",1947,70,23.5,"Baseball Reference"
"1271","CIN",1947,73,27.8,"Baseball Reference"
"1272","CLE",1947,80,33.5,"Baseball Reference"
"1273","DET",1947,85,36,"Baseball Reference"
"1274","LAD",1947,94,NA,"Baseball Reference"
"1275","MIN",1947,64,NA,"Baseball Reference"
"1276","NYY",1947,97,43.7,"Baseball Reference"
"1277","OAK",1947,78,NA,"Baseball Reference"
"1278","PHA",1947,NA,29.9,"Baseball Reference"
"1279","PHI",1947,62,28,"Baseball Reference"
"1280","PIT",1947,62,28.4,"Baseball Reference"
"1281","SFG",1947,81,NA,"Baseball Reference"
"1282","STL",1947,89,46.6,"Baseball Reference"
"1283","ATL",1948,91,NA,"Baseball Reference"
"1284","BAL",1948,59,NA,"Baseball Reference"
"1285","BOS",1948,96,37.5,"Baseball Reference"
"1286","CHC",1948,64,31.1,"Baseball Reference"
"1287","CHW",1948,51,5.8,"Baseball Reference"
"1288","CIN",1948,64,20.3,"Baseball Reference"
"1289","CLE",1948,97,55.1,"Baseball Reference"
"1290","DET",1948,78,27.6,"Baseball Reference"
"1291","LAD",1948,84,NA,"Baseball Reference"
"1292","MIN",1948,56,NA,"Baseball Reference"
"1293","NYY",1948,94,41.3,"Baseball Reference"
"1294","OAK",1948,84,NA,"Baseball Reference"
"1295","PHA",1948,NA,23.3,"Baseball Reference"
"1296","PHI",1948,66,27.5,"Baseball Reference"
"1297","PIT",1948,83,36.1,"Baseball Reference"
"1298","SFG",1948,78,NA,"Baseball Reference"
"1299","STL",1948,85,42.1,"Baseball Reference"
"1300","ATL",1949,75,NA,"Baseball Reference"
"1301","BAL",1949,53,NA,"Baseball Reference"
"1302","BOS",1949,96,43.9,"Baseball Reference"
"1303","CHC",1949,61,20.3,"Baseball Reference"
"1304","CHW",1949,63,18.8,"Baseball Reference"
"1305","CIN",1949,62,25.4,"Baseball Reference"
"1306","CLE",1949,89,38.2,"Baseball Reference"
"1307","DET",1949,87,35.6,"Baseball Reference"
"1308","LAD",1949,97,NA,"Baseball Reference"
"1309","MIN",1949,50,NA,"Baseball Reference"
"1310","NYY",1949,97,38.1,"Baseball Reference"
"1311","OAK",1949,81,NA,"Baseball Reference"
"1312","PHA",1949,NA,27.2,"Baseball Reference"
"1313","PHI",1949,81,37.3,"Baseball Reference"
"1314","PIT",1949,71,28.3,"Baseball Reference"
"1315","SFG",1949,73,NA,"Baseball Reference"
"1316","STL",1949,96,53.3,"Baseball Reference"
"1317","ATL",1950,83,NA,"Baseball Reference"
"1318","BAL",1950,58,NA,"Baseball Reference"
"1319","BOS",1950,94,40.2,"Baseball Reference"
"1320","CHC",1950,64,24.5,"Baseball Reference"
"1321","CHW",1950,60,19.7,"Baseball Reference"
"1322","CIN",1950,66,27.1,"Baseball Reference"
"1323","CLE",1950,92,43.6,"Baseball Reference"
"1324","DET",1950,95,40.7,"Baseball Reference"
"1325","LAD",1950,89,NA,"Baseball Reference"
"1326","MIN",1950,67,NA,"Baseball Reference"
"1327","NYY",1950,98,42.8,"Baseball Reference"
"1328","OAK",1950,52,NA,"Baseball Reference"
"1329","PHA",1950,NA,11.4,"Baseball Reference"
"1330","PHI",1950,91,45.4,"Baseball Reference"
"1331","PIT",1950,57,24.3,"Baseball Reference"
"1332","SFG",1950,86,NA,"Baseball Reference"
"1333","STL",1950,78,37.1,"Baseball Reference"
"1334","ATL",1951,76,NA,"Baseball Reference"
"1335","BAL",1951,52,NA,"Baseball Reference"
"1336","BOS",1951,87,35.8,"Baseball Reference"
"1337","CHC",1951,62,20.9,"Baseball Reference"
"1338","CHW",1951,81,40,"Baseball Reference"
"1339","CIN",1951,68,24.9,"Baseball Reference"
"1340","CLE",1951,93,41.4,"Baseball Reference"
"1341","DET",1951,73,25.2,"Baseball Reference"
"1342","LAD",1951,97,NA,"Baseball Reference"
"1343","MIN",1951,62,NA,"Baseball Reference"
"1344","NYY",1951,98,40.9,"Baseball Reference"
"1345","OAK",1951,70,NA,"Baseball Reference"
"1346","PHA",1951,NA,27.5,"Baseball Reference"
"1347","PHI",1951,73,35.5,"Baseball Reference"
"1348","PIT",1951,64,21.6,"Baseball Reference"
"1349","SFG",1951,98,NA,"Baseball Reference"
"1350","STL",1951,81,36.1,"Baseball Reference"
"1351","ATL",1952,64,NA,"Baseball Reference"
"1352","BAL",1952,64,NA,"Baseball Reference"
"1353","BOS",1952,76,27.6,"Baseball Reference"
"1354","CHC",1952,77,38.2,"Baseball Reference"
"1355","CHW",1952,81,34.2,"Baseball Reference"
"1356","CIN",1952,69,27.9,"Baseball Reference"
"1357","CLE",1952,93,42.1,"Baseball Reference"
"1358","DET",1952,50,13.4,"Baseball Reference"
"1359","LAD",1952,96,NA,"Baseball Reference"
"1360","MIN",1952,78,NA,"Baseball Reference"
"1361","NYY",1952,95,44.6,"Baseball Reference"
"1362","OAK",1952,79,NA,"Baseball Reference"
"1363","PHA",1952,NA,23.6,"Baseball Reference"
"1364","PHI",1952,87,47.2,"Baseball Reference"
"1365","PIT",1952,42,8.5,"Baseball Reference"
"1366","SFG",1952,92,NA,"Baseball Reference"
"1367","STL",1952,88,41.4,"Baseball Reference"
"1368","ATL",1953,92,NA,"Baseball Reference"
"1369","BAL",1953,54,NA,"Baseball Reference"
"1370","BOS",1953,84,34.8,"Baseball Reference"
"1371","CHC",1953,65,20.4,"Baseball Reference"
"1372","CHW",1953,89,37.4,"Baseball Reference"
"1373","CIN",1953,68,26,"Baseball Reference"
"1374","CLE",1953,92,41.2,"Baseball Reference"
"1375","DET",1953,60,8.4,"Baseball Reference"
"1376","LAD",1953,105,NA,"Baseball Reference"
"1377","MIN",1953,76,NA,"Baseball Reference"
"1378","NYY",1953,99,51.4,"Baseball Reference"
"1379","OAK",1953,59,NA,"Baseball Reference"
"1380","PHA",1953,NA,15.2,"Baseball Reference"
"1381","PHI",1953,83,38.7,"Baseball Reference"
"1382","PIT",1953,50,7.5,"Baseball Reference"
"1383","SFG",1953,70,NA,"Baseball Reference"
"1384","STL",1953,83,41.1,"Baseball Reference"
"1385","ATL",1954,89,NA,"Baseball Reference"
"1386","BAL",1954,54,18.1,"Baseball Reference"
"1387","BOS",1954,69,30,"Baseball Reference"
"1388","CHC",1954,64,27.3,"Baseball Reference"
"1389","CHW",1954,94,45.3,"Baseball Reference"
"1390","CIN",1954,74,29.7,"Baseball Reference"
"1391","CLE",1954,111,54.1,"Baseball Reference"
"1392","DET",1954,68,22.3,"Baseball Reference"
"1393","LAD",1954,92,NA,"Baseball Reference"
"1394","MIN",1954,66,NA,"Baseball Reference"
"1395","NYY",1954,103,45.4,"Baseball Reference"
"1396","OAK",1954,51,NA,"Baseball Reference"
"1397","PHA",1954,NA,-4.1,"Baseball Reference"
"1398","PHI",1954,75,40.5,"Baseball Reference"
"1399","PIT",1954,53,6.6,"Baseball Reference"
"1400","SFG",1954,97,NA,"Baseball Reference"
"1401","STL",1954,72,29.9,"Baseball Reference"
"1402","ATL",1955,85,NA,"Baseball Reference"
"1403","BAL",1955,57,8.8,"Baseball Reference"
"1404","BOS",1955,84,40.3,"Baseball Reference"
"1405","CHC",1955,72,27.1,"Baseball Reference"
"1406","CHW",1955,91,44.7,"Baseball Reference"
"1407","CIN",1955,75,40.9,"Baseball Reference"
"1408","CLE",1955,93,40.4,"Baseball Reference"
"1409","DET",1955,79,36.1,"Baseball Reference"
"1410","LAD",1955,98,NA,"Baseball Reference"
"1411","MIN",1955,53,NA,"Baseball Reference"
"1412","NYY",1955,96,43.9,"Baseball Reference"
"1413","OAK",1955,63,NA,"Baseball Reference"
"1414","PHI",1955,77,38.4,"Baseball Reference"
"1415","PIT",1955,60,17.4,"Baseball Reference"
"1416","SFG",1955,80,NA,"Baseball Reference"
"1417","STL",1955,68,26.1,"Baseball Reference"
"1418","ATL",1956,92,NA,"Baseball Reference"
"1419","BAL",1956,69,16.9,"Baseball Reference"
"1420","BOS",1956,84,32.8,"Baseball Reference"
"1421","CHC",1956,60,22.6,"Baseball Reference"
"1422","CHW",1956,85,40.2,"Baseball Reference"
"1423","CIN",1956,91,46,"Baseball Reference"
"1424","CLE",1956,88,39.9,"Baseball Reference"
"1425","DET",1956,82,38.1,"Baseball Reference"
"1426","LAD",1956,93,NA,"Baseball Reference"
"1427","MIN",1956,59,NA,"Baseball Reference"
"1428","NYY",1956,97,42.9,"Baseball Reference"
"1429","OAK",1956,52,NA,"Baseball Reference"
"1430","PHI",1956,71,25.2,"Baseball Reference"
"1431","PIT",1956,66,27.7,"Baseball Reference"
"1432","SFG",1956,67,NA,"Baseball Reference"
"1433","STL",1956,76,34.9,"Baseball Reference"
"1434","ATL",1957,95,NA,"Baseball Reference"
"1435","BAL",1957,76,31.1,"Baseball Reference"
"1436","BOS",1957,82,31.7,"Baseball Reference"
"1437","CHC",1957,62,22.8,"Baseball Reference"
"1438","CHW",1957,90,44.5,"Baseball Reference"
"1439","CIN",1957,80,31.1,"Baseball Reference"
"1440","CLE",1957,76,20.8,"Baseball Reference"
"1441","DET",1957,78,32.2,"Baseball Reference"
"1442","LAD",1957,84,NA,"Baseball Reference"
"1443","MIN",1957,55,NA,"Baseball Reference"
"1444","NYY",1957,98,47.6,"Baseball Reference"
"1445","OAK",1957,59,NA,"Baseball Reference"
"1446","PHI",1957,77,32.5,"Baseball Reference"
"1447","PIT",1957,62,29.2,"Baseball Reference"
"1448","SFG",1957,69,NA,"Baseball Reference"
"1449","STL",1957,87,40.2,"Baseball Reference"
"1450","ATL",1958,92,NA,"Baseball Reference"
"1451","BAL",1958,74,27.9,"Baseball Reference"
"1452","BOS",1958,79,28.1,"Baseball Reference"
"1453","CHC",1958,72,31.5,"Baseball Reference"
"1454","CHW",1958,82,32.1,"Baseball Reference"
"1455","CIN",1958,76,39.5,"Baseball Reference"
"1456","CLE",1958,77,32,"Baseball Reference"
"1457","DET",1958,77,33.7,"Baseball Reference"
"1458","LAD",1958,71,21.9,"Baseball Reference"
"1459","MIN",1958,61,NA,"Baseball Reference"
"1460","NYY",1958,92,45.8,"Baseball Reference"
"1461","OAK",1958,73,NA,"Baseball Reference"
"1462","PHI",1958,69,30,"Baseball Reference"
"1463","PIT",1958,84,38.7,"Baseball Reference"
"1464","SFG",1958,80,36.2,"Baseball Reference"
"1465","STL",1958,72,28.2,"Baseball Reference"
"1466","ATL",1959,86,NA,"Baseball Reference"
"1467","BAL",1959,74,27.4,"Baseball Reference"
"1468","BOS",1959,75,29.6,"Baseball Reference"
"1469","CHC",1959,74,34.8,"Baseball Reference"
"1470","CHW",1959,94,40.3,"Baseball Reference"
"1471","CIN",1959,74,32.5,"Baseball Reference"
"1472","CLE",1959,89,34,"Baseball Reference"
"1473","DET",1959,76,26.6,"Baseball Reference"
"1474","LAD",1959,88,39.6,"Baseball Reference"
"1475","MIN",1959,63,NA,"Baseball Reference"
"1476","NYY",1959,79,34.8,"Baseball Reference"
"1477","OAK",1959,66,NA,"Baseball Reference"
"1478","PHI",1959,64,18.3,"Baseball Reference"
"1479","PIT",1959,78,31.8,"Baseball Reference"
"1480","SFG",1959,83,43.5,"Baseball Reference"
"1481","STL",1959,71,31.8,"Baseball Reference"
"1482","ATL",1960,88,NA,"Baseball Reference"
"1483","BAL",1960,89,33.4,"Baseball Reference"
"1484","BOS",1960,65,19.1,"Baseball Reference"
"1485","CHC",1960,60,16.6,"Baseball Reference"
"1486","CHW",1960,87,37.9,"Baseball Reference"
"1487","CIN",1960,67,32.6,"Baseball Reference"
"1488","CLE",1960,76,26.1,"Baseball Reference"
"1489","DET",1960,71,30.5,"Baseball Reference"
"1490","LAD",1960,82,44.5,"Baseball Reference"
"1491","MIN",1960,73,NA,"Baseball Reference"
"1492","NYY",1960,97,39.2,"Baseball Reference"
"1493","OAK",1960,58,NA,"Baseball Reference"
"1494","PHI",1960,59,20.8,"Baseball Reference"
"1495","PIT",1960,95,49,"Baseball Reference"
"1496","SFG",1960,79,39.9,"Baseball Reference"
"1497","STL",1960,86,42.3,"Baseball Reference"
"1498","ANA",1961,70,NA,"Baseball Reference"
"1499","ATL",1961,83,NA,"Baseball Reference"
"1500","BAL",1961,95,42.2,"Baseball Reference"
"1501","BOS",1961,76,21.7,"Baseball Reference"
"1502","CHC",1961,64,29,"Baseball Reference"
"1503","CHW",1961,86,30.7,"Baseball Reference"
"1504","CIN",1961,93,40.4,"Baseball Reference"
"1505","CLE",1961,78,26.9,"Baseball Reference"
"1506","DET",1961,101,45.5,"Baseball Reference"
"1507","LAD",1961,89,40.1,"Baseball Reference"
"1508","MIN",1961,70,24.7,"Baseball Reference"
"1509","NYY",1961,109,49.3,"Baseball Reference"
"1510","OAK",1961,61,NA,"Baseball Reference"
"1511","PHI",1961,47,16.1,"Baseball Reference"
"1512","PIT",1961,75,37.1,"Baseball Reference"
"1513","SFG",1961,85,42,"Baseball Reference"
"1514","STL",1961,80,39.4,"Baseball Reference"
"1515","TEX",1961,61,NA,"Baseball Reference"
"1516","ANA",1962,86,NA,"Baseball Reference"
"1517","ATL",1962,86,NA,"Baseball Reference"
"1518","BAL",1962,77,29.2,"Baseball Reference"
"1519","BOS",1962,76,27.7,"Baseball Reference"
"1520","CHC",1962,59,20.5,"Baseball Reference"
"1521","CHW",1962,85,35.3,"Baseball Reference"
"1522","CIN",1962,98,47.6,"Baseball Reference"
"1523","CLE",1962,80,21.7,"Baseball Reference"
"1524","DET",1962,85,37.3,"Baseball Reference"
"1525","HOU",1962,64,29.4,"Baseball Reference"
"1526","LAD",1962,102,45.9,"Baseball Reference"
"1527","MIN",1962,91,37.7,"Baseball Reference"
"1528","NYM",1962,40,9.2,"Baseball Reference"
"1529","NYY",1962,96,40.2,"Baseball Reference"
"1530","OAK",1962,72,NA,"Baseball Reference"
"1531","PHI",1962,81,31.7,"Baseball Reference"
"1532","PIT",1962,93,42.9,"Baseball Reference"
"1533","SFG",1962,103,51.6,"Baseball Reference"
"1534","STL",1962,84,46.5,"Baseball Reference"
"1535","TEX",1962,60,NA,"Baseball Reference"
"1536","ANA",1963,70,NA,"Baseball Reference"
"1537","ATL",1963,84,NA,"Baseball Reference"
"1538","BAL",1963,86,31.8,"Baseball Reference"
"1539","BOS",1963,76,28.3,"Baseball Reference"
"1540","CHC",1963,82,39.8,"Baseball Reference"
"1541","CHW",1963,94,43.5,"Baseball Reference"
"1542","CIN",1963,86,39.9,"Baseball Reference"
"1543","CLE",1963,79,22.7,"Baseball Reference"
"1544","DET",1963,79,27.4,"Baseball Reference"
"1545","HOU",1963,66,19.9,"Baseball Reference"
"1546","LAD",1963,99,44.3,"Baseball Reference"
"1547","MIN",1963,91,48.7,"Baseball Reference"
"1548","NYM",1963,51,7,"Baseball Reference"
"1549","NYY",1963,104,43.2,"Baseball Reference"
"1550","OAK",1963,73,NA,"Baseball Reference"
"1551","PHI",1963,87,45,"Baseball Reference"
"1552","PIT",1963,74,40.1,"Baseball Reference"
"1553","SFG",1963,88,46,"Baseball Reference"
"1554","STL",1963,93,49.5,"Baseball Reference"
"1555","TEX",1963,56,NA,"Baseball Reference"
"1556","ANA",1964,82,NA,"Baseball Reference"
"1557","ATL",1964,88,NA,"Baseball Reference"
"1558","BAL",1964,97,41.7,"Baseball Reference"
"1559","BOS",1964,72,21.5,"Baseball Reference"
"1560","CHC",1964,76,33.8,"Baseball Reference"
"1561","CHW",1964,98,48.3,"Baseball Reference"
"1562","CIN",1964,92,48.2,"Baseball Reference"
"1563","CLE",1964,79,25.8,"Baseball Reference"
"1564","DET",1964,85,30.9,"Baseball Reference"
"1565","HOU",1964,66,22.9,"Baseball Reference"
"1566","LAD",1964,80,40.3,"Baseball Reference"
"1567","MIN",1964,79,37.1,"Baseball Reference"
"1568","NYM",1964,53,15.9,"Baseball Reference"
"1569","NYY",1964,99,41.3,"Baseball Reference"
"1570","OAK",1964,57,NA,"Baseball Reference"
"1571","PHI",1964,92,40.1,"Baseball Reference"
"1572","PIT",1964,80,41.2,"Baseball Reference"
"1573","SFG",1964,90,44.7,"Baseball Reference"
"1574","STL",1964,93,45.1,"Baseball Reference"
"1575","TEX",1964,62,NA,"Baseball Reference"
"1576","ANA",1965,75,NA,"Baseball Reference"
"1577","ATL",1965,86,NA,"Baseball Reference"
"1578","BAL",1965,94,35.6,"Baseball Reference"
"1579","BOS",1965,62,22.1,"Baseball Reference"
"1580","CAL",1965,NA,31,"Baseball Reference"
"1581","CHC",1965,72,26.2,"Baseball Reference"
"1582","CHW",1965,95,40.6,"Baseball Reference"
"1583","CIN",1965,89,47.8,"Baseball Reference"
"1584","CLE",1965,87,36.7,"Baseball Reference"
"1585","DET",1965,89,34.8,"Baseball Reference"
"1586","HOU",1965,65,22.6,"Baseball Reference"
"1587","LAD",1965,97,47.8,"Baseball Reference"
"1588","MIN",1965,102,41.3,"Baseball Reference"
"1589","NYM",1965,50,9.1,"Baseball Reference"
"1590","NYY",1965,77,28.2,"Baseball Reference"
"1591","OAK",1965,59,NA,"Baseball Reference"
"1592","PHI",1965,85,37.1,"Baseball Reference"
"1593","PIT",1965,90,46.5,"Baseball Reference"
"1594","SFG",1965,95,48.4,"Baseball Reference"
"1595","STL",1965,80,38.2,"Baseball Reference"
"1596","TEX",1965,70,NA,"Baseball Reference"
"1597","ANA",1966,80,NA,"Baseball Reference"
"1598","ATL",1966,85,41,"Baseball Reference"
"1599","BAL",1966,97,45.6,"Baseball Reference"
"1600","BOS",1966,72,26.7,"Baseball Reference"
"1601","CAL",1966,NA,23.5,"Baseball Reference"
"1602","CHC",1966,59,17.3,"Baseball Reference"
"1603","CHW",1966,83,37.1,"Baseball Reference"
"1604","CIN",1966,76,30.4,"Baseball Reference"
"1605","CLE",1966,81,33.4,"Baseball Reference"
"1606","DET",1966,88,33.7,"Baseball Reference"
"1607","HOU",1966,72,28.8,"Baseball Reference"
"1608","LAD",1966,95,51.3,"Baseball Reference"
"1609","MIN",1966,89,39.9,"Baseball Reference"
"1610","NYM",1966,66,11.7,"Baseball Reference"
"1611","NYY",1966,70,32,"Baseball Reference"
"1612","OAK",1966,74,NA,"Baseball Reference"
"1613","PHI",1966,87,42,"Baseball Reference"
