"","franchID","yearID","WARP","W"
"889","CIN",2000,31.97,85
"890","CIN",2001,22.17,66
"891","CIN",2002,27.2,78
"892","CIN",2003,9.23,69
"893","CIN",2004,26.66,76
"894","CIN",2005,31.74,73
"895","CIN",2006,36.82,80
"896","CIN",2007,30.42,72
"897","CIN",2008,24.29,74
"898","CIN",2009,26.25,78
"899","CIN",2010,55.43,91
"900","CIN",2011,31,79
"901","CIN",2012,37.83,97
"902","CIN",2013,42.67,90
"903","CIN",2014,27.62,76
"904","CIN",2015,28.88,64
"905","CIN",2016,19.63,68
"906","CIN",2017,24.57,NA
"907","CL1",1871,0,NA
"908","CL1",1872,0,NA
"909","CL2",1879,0,NA
"910","CL2",1880,0,NA
"911","CL2",1881,0,NA
"912","CL2",1882,0,NA
"913","CL2",1883,0,NA
"914","CL2",1884,0,NA
"915","CL3",1887,0,NA
"916","CL3",1888,0,NA
"917","CL4",1889,0,NA
"918","CL4",1890,0,NA
"919","CL4",1891,0,NA
"920","CL4",1892,0,NA
"921","CL4",1893,0,NA
"922","CL4",1894,0,NA
"923","CL4",1895,0,NA
"924","CL4",1896,0,NA
"925","CL4",1897,0,NA
"926","CL4",1898,0,NA
"927","CL4",1899,0,NA
"928","CL5",1883,0,NA
"929","CL5",1884,0,NA
"930","CL6",1889,0,NA
"931","CL6",1890,0,NA
"932","CL6",1891,0,NA
"933","CLE",1901,0,54
"934","CLE",1902,0,69
"935","CLE",1903,0,77
"936","CLE",1904,0,86
"937","CLE",1905,0,76
"938","CLE",1906,0,89
"939","CLE",1907,0,85
"940","CLE",1908,0,90
"941","CLE",1909,0,71
"942","CLE",1910,0,71
"943","CLE",1911,0,80
"944","CLE",1912,0,75
"945","CLE",1913,0,86
"946","CLE",1914,0,51
"947","CLE",1915,0,57
"948","CLE",1916,0,77
"949","CLE",1917,0,88
"950","CLE",1918,0,73
"951","CLE",1919,0,84
"952","CLE",1920,0,98
"953","CLE",1921,0,94
"954","CLE",1922,0,78
"955","CLE",1923,0,82
"956","CLE",1924,0,67
"957","CLE",1925,0,70
"958","CLE",1926,0,88
"959","CLE",1927,0,66
"960","CLE",1928,0,62
"961","CLE",1929,0,81
"962","CLE",1930,0,81
"963","CLE",1931,0,78
"964","CLE",1932,0,87
"965","CLE",1933,0,75
"966","CLE",1934,0,85
"967","CLE",1935,0,82
"968","CLE",1936,0,80
"969","CLE",1937,0,83
"970","CLE",1938,0,86
"971","CLE",1939,0,87
"972","CLE",1940,0,89
"973","CLE",1941,0,75
"974","CLE",1942,0,75
"975","CLE",1943,0,82
"976","CLE",1944,0,72
"977","CLE",1945,0,73
"978","CLE",1946,0,68
"979","CLE",1947,0,80
"980","CLE",1948,0,97
"981","CLE",1949,30.17,89
"982","CLE",1950,30.98,92
"983","CLE",1951,57.34,93
"984","CLE",1952,65.99,93
"985","CLE",1953,67.82,92
"986","CLE",1954,57.18,111
"987","CLE",1955,50.89,93
"988","CLE",1956,46.24,88
"989","CLE",1957,31.53,76
"990","CLE",1958,36.28,77
"991","CLE",1959,32.01,89
"992","CLE",1960,24.21,76
"993","CLE",1961,27.75,78
"994","CLE",1962,11.48,80
"995","CLE",1963,40.77,79
"996","CLE",1964,39.47,79
"997","CLE",1965,31.89,87
"998","CLE",1966,17.2,81
"999","CLE",1967,32.89,75
"1000","CLE",1968,30.48,86
"1001","CLE",1969,16.7,62
"1002","CLE",1970,33.39,76
"1003","CLE",1971,17.43,60
"1004","CLE",1972,22.91,72
"1005","CLE",1973,29.43,71
"1006","CLE",1974,23.69,77
"1007","CLE",1975,32.48,79
"1008","CLE",1976,30.11,81
"1009","CLE",1977,32.57,71
"1010","CLE",1978,26.33,69
"1011","CLE",1979,26.56,81
"1012","CLE",1980,30.12,79
"1013","CLE",1981,16.14,52
"1014","CLE",1982,25.11,78
"1015","CLE",1983,23.91,70
"1016","CLE",1984,22.44,75
"1017","CLE",1985,6.14,60
"1018","CLE",1986,16.01,84
"1019","CLE",1987,-11.4,61
"1020","CLE",1988,31.98,78
"1021","CLE",1989,29.3,73
"1022","CLE",1990,29.35,77
"1023","CLE",1991,22.28,57
"1024","CLE",1992,19.63,76
"1025","CLE",1993,24.2,76
"1026","CLE",1994,36.15,66
"1027","CLE",1995,54.57,100
"1028","CLE",1996,58.13,99
"1029","CLE",1997,41.71,86
"1030","CLE",1998,33.24,89
"1031","CLE",1999,46.47,97
"1032","CLE",2000,41.82,90
"1033","CLE",2001,40.67,91
"1034","CLE",2002,14.83,74
"1035","CLE",2003,29.27,68
"1036","CLE",2004,36.92,80
"1037","CLE",2005,53.02,93
"1038","CLE",2006,32.7,78
"1039","CLE",2007,45.9,96
"1040","CLE",2008,34.68,81
"1041","CLE",2009,20.53,65
"1042","CLE",2010,12.55,69
"1043","CLE",2011,16.87,80
"1044","CLE",2012,16.49,68
"1045","CLE",2013,45.21,92
"1046","CLE",2014,35.11,85
"1047","CLE",2015,40.42,81
"1048","CLE",2016,38.33,94
"1049","CLE",2017,52.11,NA
"1050","CLP",1890,0,NA
"1051","CN1",1876,0,NA
"1052","CN1",1877,0,NA
"1053","CN1",1878,0,NA
"1054","CN1",1879,0,NA
"1055","CN1",1880,0,NA
"1056","CN2",1882,0,NA
"1057","CN2",1883,0,NA
"1058","CN2",1884,0,NA
"1059","CN2",1885,0,NA
"1060","CN2",1886,0,NA
"1061","CN2",1887,0,NA
"1062","CN2",1888,0,NA
"1063","CN2",1889,0,NA
"1064","CN3",1891,0,NA
"1065","CNU",1884,0,NA
"1066","COL",1993,8.75,67
"1067","COL",1994,12.32,53
"1068","COL",1995,26.3,77
"1069","COL",1996,21.99,83
"1070","COL",1997,25.02,83
"1071","COL",1998,20.27,77
"1072","COL",1999,3.42,72
"1073","COL",2000,25.25,82
"1074","COL",2001,34.87,73
"1075","COL",2002,12.15,73
"1076","COL",2003,17.29,74
"1077","COL",2004,14.63,68
"1078","COL",2005,11.18,67
"1079","COL",2006,37.89,76
"1080","COL",2007,37.43,90
"1081","COL",2008,20.79,74
"1082","COL",2009,43.05,92
"1083","COL",2010,37.63,83
"1084","COL",2011,18.63,73
"1085","COL",2012,4.8,64
"1086","COL",2013,13.62,74
"1087","COL",2014,8.79,66
"1088","COL",2015,7.8,68
"1089","COL",2016,24.49,75
"1090","COL",2017,28.36,NA
"1091","DET",1901,0,74
"1092","DET",1902,0,52
"1093","DET",1903,0,65
"1094","DET",1904,0,62
"1095","DET",1905,0,79
"1096","DET",1906,0,71
"1097","DET",1907,0,92
"1098","DET",1908,0,90
"1099","DET",1909,0,98
"1100","DET",1910,0,86
"1101","DET",1911,0,89
"1102","DET",1912,0,69
"1103","DET",1913,0,66
"1104","DET",1914,0,80
"1105","DET",1915,0,100
"1106","DET",1916,0,87
"1107","DET",1917,0,78
"1108","DET",1918,0,55
"1109","DET",1919,0,80
"1110","DET",1920,0,61
"1111","DET",1921,0,71
"1112","DET",1922,0,79
"1113","DET",1923,0,83
"1114","DET",1924,0,86
"1115","DET",1925,0,81
"1116","DET",1926,0,79
"1117","DET",1927,0,82
"1118","DET",1928,0,68
"1119","DET",1929,0,70
"1120","DET",1930,0,75
"1121","DET",1931,0,61
"1122","DET",1932,0,76
"1123","DET",1933,0,75
"1124","DET",1934,0,101
"1125","DET",1935,0,93
"1126","DET",1936,0,83
"1127","DET",1937,0,89
"1128","DET",1938,0,84
"1129","DET",1939,0,81
"1130","DET",1940,0,90
"1131","DET",1941,0,75
"1132","DET",1942,0,73
"1133","DET",1943,0,78
"1134","DET",1944,0,88
"1135","DET",1945,0,88
"1136","DET",1946,0,92
"1137","DET",1947,0,85
"1138","DET",1948,0,78
"1139","DET",1949,21.71,87
"1140","DET",1950,25.59,95
"1141","DET",1951,32.65,73
"1142","DET",1952,36.64,50
"1143","DET",1953,38.97,60
"1144","DET",1954,41.66,68
"1145","DET",1955,52.13,79
"1146","DET",1956,48.95,82
"1147","DET",1957,35.8,78
"1148","DET",1958,43.14,77
"1149","DET",1959,10.37,76
"1150","DET",1960,33.63,71
"1151","DET",1961,53.41,101
"1152","DET",1962,31.14,85
"1153","DET",1963,39.25,79
"1154","DET",1964,42.48,85
"1155","DET",1965,49.05,89
"1156","DET",1966,42.92,88
"1157","DET",1967,34.43,91
"1158","DET",1968,34.87,103
"1159","DET",1969,47.57,90
"1160","DET",1970,30.23,79
"1161","DET",1971,44.37,91
"1162","DET",1972,31.62,86
"1163","DET",1973,23.47,85
"1164","DET",1974,17.81,72
"1165","DET",1975,-9.99,57
"1166","DET",1976,20.23,74
"1167","DET",1977,26.08,74
"1168","DET",1978,31.06,86
"1169","DET",1979,31.23,85
"1170","DET",1980,30.76,84
"1171","DET",1981,25.29,60
"1172","DET",1982,33.77,83
"1173","DET",1983,47.38,92
"1174","DET",1984,44.62,104
"1175","DET",1985,47.4,84
"1176","DET",1986,47.81,87
"1177","DET",1987,48.03,98
"1178","DET",1988,32.27,88
"1179","DET",1989,5.23,59
"1180","DET",1990,27.09,79
"1181","DET",1991,28,84
"1182","DET",1992,21.97,75
"1183","DET",1993,42.06,85
"1184","DET",1994,17.8,53
"1185","DET",1995,13.75,60
"1186","DET",1996,5.99,53
"1187","DET",1997,27.03,79
"1188","DET",1998,23.52,65
"1189","DET",1999,25.55,69
"1190","DET",2000,41.49,79
"1191","DET",2001,9.24,66
"1192","DET",2002,11.83,55
"1193","DET",2003,-1.99,43
"1194","DET",2004,31.77,72
"1195","DET",2005,30.16,71
"1196","DET",2006,38.23,95
"1197","DET",2007,35.3,88
"1198","DET",2008,25.62,74
"1199","DET",2009,29.39,86
"1200","DET",2010,27.64,81
"1201","DET",2011,33.64,95
"1202","DET",2012,35.83,88
"1203","DET",2013,54.68,93
"1204","DET",2014,36.84,90
"1205","DET",2015,16.73,74
"1206","DET",2016,24.34,86
"1207","DET",2017,3,NA
"1208","DTN",1881,0,41
"1209","DTN",1882,0,42
"1210","DTN",1883,0,40
"1211","DTN",1884,0,28
"1212","DTN",1885,0,41
"1213","DTN",1886,0,87
"1214","DTN",1887,0,79
"1215","DTN",1888,0,68
"1216","ELI",1873,0,NA
"1217","FLO",1993,18.35,NA
"1218","FLO",1994,8,NA
"1219","FLO",1995,28.34,NA
"1220","FLO",1996,25.79,NA
"1221","FLO",1997,38.34,NA
"1222","FLO",1998,-5.56,NA
"1223","FLO",1999,14.87,NA
"1224","FLO",2000,23.27,NA
"1225","FLO",2001,30.34,NA
"1226","FLO",2002,28.16,NA
"1227","FLO",2003,47.15,NA
"1228","FLO",2004,45.67,NA
"1229","FLO",2005,40.37,NA
"1230","FLO",2006,31.68,NA
"1231","FLO",2007,22.16,NA
"1232","FLO",2008,35.26,NA
"1233","FLO",2009,43.08,NA
"1234","FLO",2010,39.58,NA
"1235","FLO",2011,34.01,NA
"1236","FW1",1871,0,NA
"1237","HAR",1876,0,47
"1238","HAR",1877,0,31
"1239","HOU",1962,27.19,64
"1240","HOU",1963,-3.48,66
"1241","HOU",1964,4.67,66
"1242","HOU",1965,10.56,65
"1243","HOU",1966,12.78,72
"1244","HOU",1967,23.5,69
"1245","HOU",1968,17.64,72
"1246","HOU",1969,38.99,81
"1247","HOU",1970,16.41,79
"1248","HOU",1971,17.51,79
"1249","HOU",1972,37.31,84
"1250","HOU",1973,19.68,82
"1251","HOU",1974,15.69,81
"1252","HOU",1975,26.1,64
"1253","HOU",1976,13.35,80
"1254","HOU",1977,26.31,81
"1255","HOU",1978,7.61,74
"1256","HOU",1979,27.94,89
"1257","HOU",1980,29.93,93
"1258","HOU",1981,32.61,61
"1259","HOU",1982,39.59,77
"1260","HOU",1983,43.69,85
"1261","HOU",1984,45.33,80
"1262","HOU",1985,37.37,83
"1263","HOU",1986,29.88,96
"1264","HOU",1987,23.94,76
"1265","HOU",1988,37.91,82
"1266","HOU",1989,25.56,86
"1267","HOU",1990,27.48,75
"1268","HOU",1991,24.12,65
"1269","HOU",1992,27.7,81
"1270","HOU",1993,48.1,85
"1271","HOU",1994,35.5,66
"1272","HOU",1995,47.77,76
"1273","HOU",1996,39.68,82
"1274","HOU",1997,55.34,84
"1275","HOU",1998,54.88,102
"1276","HOU",1999,50.39,97
"1277","HOU",2000,32.73,72
"1278","HOU",2001,43.67,93
"1279","HOU",2002,39.08,84
"1280","HOU",2003,36.36,87
"1281","HOU",2004,46.95,92
"1282","HOU",2005,44.87,89
"1283","HOU",2006,45.06,82
"1284","HOU",2007,28.32,73
"1285","HOU",2008,26.31,86
"1286","HOU",2009,25.3,74
"1287","HOU",2010,26.24,76
"1288","HOU",2011,19.98,56
"1289","HOU",2012,14.48,55
"1290","HOU",2013,3.23,51
"1291","HOU",2014,24.01,70
"1292","HOU",2015,43.32,86
"1293","HOU",2016,35.38,84
"1294","HOU",2017,53.69,NA
"1295","HR1",1874,0,NA
"1296","HR1",1875,0,NA
"1297","IN1",1878,0,NA
"1298","IN2",1884,0,NA
"1299","IN3",1887,0,NA
"1300","IN3",1888,0,NA
"1301","IN3",1889,0,NA
"1302","IND",1914,0,NA
"1303","KC1",1955,6.57,NA
"1304","KC1",1956,12.59,NA
"1305","KC1",1957,13.34,NA
"1306","KC1",1958,21.54,NA
"1307","KC1",1959,16.39,NA
"1308","KC1",1960,12.57,NA
"1309","KC1",1961,13.02,NA
"1310","KC1",1962,27.49,NA
"1311","KC1",1963,22.67,NA
"1312","KC1",1964,-0.679999999999999,NA
"1313","KC1",1965,-1.57,NA
"1314","KC1",1966,0.25,NA
"1315","KC1",1967,0.47,NA
"1316","KC2",1888,0,NA
"1317","KC2",1889,0,NA
"1318","KCA",1969,22.13,NA
"1319","KCA",1970,7.85,NA
"1320","KCA",1971,28.42,NA
"1321","KCA",1972,34.81,NA
"1322","KCA",1973,22.86,NA
"1323","KCA",1974,29.55,NA
"1324","KCA",1975,24.58,NA
"1325","KCA",1976,38.11,NA
"1326","KCA",1977,45.37,NA
"1327","KCA",1978,38.99,NA
"1328","KCA",1979,40.04,NA
"1329","KCA",1980,41.05,NA
"1330","KCA",1981,18.33,NA
"1331","KCA",1982,35.24,NA
"1332","KCA",1983,15.26,NA
"1333","KCA",1984,31.29,NA
"1334","KCA",1985,37.9,NA
"1335","KCA",1986,35.19,NA
"1336","KCA",1987,41.52,NA
"1337","KCA",1988,41.93,NA
"1338","KCA",1989,30.68,NA
"1339","KCA",1990,28.45,NA
"1340","KCA",1991,33.15,NA
"1341","KCA",1992,20.32,NA
"1342","KCA",1993,33.17,NA
"1343","KCA",1994,29.79,NA
"1344","KCA",1995,16.59,NA
"1345","KCA",1996,32.08,NA
"1346","KCA",1997,21.85,NA
"1347","KCA",1998,13.04,NA
"1348","KCA",1999,21.77,NA
"1349","KCA",2000,16.68,NA
"1350","KCA",2001,8.37,NA
"1351","KCA",2002,8.01,NA
"1352","KCA",2003,30.1,NA
"1353","KCA",2004,13.06,NA
"1354","KCA",2005,4.21,NA
"1355","KCA",2006,7.06,NA
"1356","KCA",2007,24.72,NA
"1357","KCA",2008,22.8,NA
"1358","KCA",2009,23.92,NA
"1359","KCA",2010,13.83,NA
"1360","KCA",2011,23.16,NA
"1361","KCA",2012,14.85,NA
"1362","KCA",2013,29.1,NA
"1363","KCA",2014,27.71,NA
"1364","KCA",2015,35.46,NA
"1365","KCA",2016,18.8,NA
"1366","KCA",2017,20.23,NA
"1367","KCF",1914,0,NA
"1368","KCF",1915,0,NA
"1369","KCN",1886,0,30
"1370","KCU",1884,0,16
"1371","KEO",1875,0,NA
"1372","LAA",1961,30.91,NA
"1373","LAA",1962,35.84,NA
"1374","LAA",1963,37.62,NA
"1375","LAA",1964,33.68,NA
"1376","LAN",1958,27.4,NA
"1377","LAN",1959,36.38,NA
"1378","LAN",1960,49.55,NA
"1379","LAN",1961,43.36,NA
"1380","LAN",1962,58.31,NA
"1381","LAN",1963,56.4,NA
"1382","LAN",1964,44.47,NA
"1383","LAN",1965,54.97,NA
"1384","LAN",1966,59.09,NA
"1385","LAN",1967,34.36,NA
"1386","LAN",1968,27.56,NA
"1387","LAN",1969,50.04,NA
"1388","LAN",1970,42.69,NA
"1389","LAN",1971,44.28,NA
"1390","LAN",1972,46.64,NA
"1391","LAN",1973,52.48,NA
"1392","LAN",1974,70.56,NA
"1393","LAN",1975,52.43,NA
"1394","LAN",1976,40.85,NA
"1395","LAN",1977,55.88,NA
"1396","LAN",1978,55.35,NA
"1397","LAN",1979,33.25,NA
"1398","LAN",1980,36.94,NA
"1399","LAN",1981,33.82,NA
"1400","LAN",1982,54.5,NA
"1401","LAN",1983,45.99,NA
"1402","LAN",1984,40.9,NA
"1403","LAN",1985,59.22,NA
"1404","LAN",1986,46.28,NA
"1405","LAN",1987,38.11,NA
"1406","LAN",1988,43.23,NA
"1407","LAN",1989,35.91,NA
"1408","LAN",1990,41.71,NA
"1409","LAN",1991,43.99,NA
"1410","LAN",1992,23.5,NA
"1411","LAN",1993,36.89,NA
"1412","LAN",1994,28.17,NA
"1413","LAN",1995,43.88,NA
"1414","LAN",1996,41.04,NA
"1415","LAN",1997,46.63,NA
"1416","LAN",1998,35.01,NA
"1417","LAN",1999,39.82,NA
"1418","LAN",2000,41.23,NA
"1419","LAN",2001,40.81,NA
"1420","LAN",2002,45.15,NA
"1421","LAN",2003,36.31,NA
"1422","LAN",2004,45.03,NA
"1423","LAN",2005,34.06,NA
"1424","LAN",2006,51.56,NA
"1425","LAN",2007,35.43,NA
"1426","LAN",2008,49.18,NA
"1427","LAN",2009,57.81,NA
"1428","LAN",2010,40.39,NA
"1429","LAN",2011,39.01,NA
"1430","LAN",2012,36.6,NA
"1431","LAN",2013,41.81,NA
"1432","LAN",2014,46.73,NA
"1433","LAN",2015,51.34,NA
"1434","LAN",2016,53.44,NA
"1435","LAN",2017,60.09,NA
"1436","LS1",1876,0,NA
"1437","LS1",1877,0,NA
"1438","LS2",1882,0,NA
"1439","LS2",1883,0,NA
"1440","LS2",1884,0,NA
"1441","LS2",1885,0,NA
"1442","LS2",1886,0,NA
"1443","LS2",1887,0,NA
"1444","LS2",1888,0,NA
"1445","LS2",1889,0,NA
"1446","LS2",1890,0,NA
"1447","LS2",1891,0,NA
"1448","LS3",1892,0,NA
"1449","LS3",1893,0,NA
"1450","LS3",1894,0,NA
"1451","LS3",1895,0,NA
"1452","LS3",1896,0,NA
"1453","LS3",1897,0,NA
"1454","LS3",1898,0,NA
"1455","LS3",1899,0,NA
"1456","MIA",2012,29.44,NA
"1457","MIA",2013,17.09,NA
"1458","MIA",2014,28.1,NA
"1459","MIA",2015,29.31,NA
"1460","MIA",2016,40.89,NA
"1461","MIA",2017,31.62,NA
"1462","MID",1872,0,NA
"1463","MIL",1970,18.61,65
"1464","MIL",1971,17.54,69
"1465","MIL",1972,15.55,65
"1466","MIL",1973,16.74,74
"1467","MIL",1974,3.23,76
"1468","MIL",1975,-14.33,68
"1469","MIL",1976,13.54,66
"1470","MIL",1977,18.5,67
"1471","MIL",1978,55.4,93
"1472","MIL",1979,42.59,95
"1473","MIL",1980,33.63,86
"1474","MIL",1981,19.25,62
"1475","MIL",1982,41.09,95
"1476","MIL",1983,33.57,87
"1477","MIL",1984,12.9,67
"1478","MIL",1985,28.79,71
"1479","MIL",1986,25.95,77
"1480","MIL",1987,19.21,91
"1481","MIL",1988,35.01,87
"1482","MIL",1989,32.04,81
"1483","MIL",1990,23.83,74
"1484","MIL",1991,32.58,83
"1485","MIL",1992,42.66,92
"1486","MIL",1993,24.04,69
"1487","MIL",1994,18.71,53
"1488","MIL",1995,17.74,65
"1489","MIL",1996,22.96,80
"1490","MIL",1997,28.04,78
"1491","MIL",1998,20.2,74
"1492","MIL",1999,26.21,74
"1493","MIL",2000,12.5,73
"1494","MIL",2001,18.2,68
"1495","MIL",2002,9.21,56
"1496","MIL",2003,20.02,68
"1497","MIL",2004,31.31,67
"1498","MIL",2005,31.98,81
"1499","MIL",2006,34.75,75
"1500","MIL",2007,33.6,83
"1501","MIL",2008,41.29,90
"1502","MIL",2009,26.49,80
"1503","MIL",2010,37.94,77
"1504","MIL",2011,43.26,96
"1505","MIL",2012,31.71,83
"1506","MIL",2013,28.41,74
"1507","MIL",2014,32.71,82
"1508","MIL",2015,16.33,68
"1509","MIL",2016,26.42,73
"1510","MIL",2017,37.85,NA
"1511","MIN",1961,38.55,70
"1512","MIN",1962,56.53,91
"1513","MIN",1963,54.23,91
"1514","MIN",1964,36.49,79
"1515","MIN",1965,51.51,102
"1516","MIN",1966,44.88,89
"1517","MIN",1967,39.43,91
"1518","MIN",1968,38.96,79
"1519","MIN",1969,52.58,97
"1520","MIN",1970,38.76,98
"1521","MIN",1971,35.03,74
"1522","MIN",1972,23.67,77
"1523","MIN",1973,32.7,81
"1524","MIN",1974,28.51,82
"1525","MIN",1975,39.44,76
"1526","MIN",1976,27.11,85
"1527","MIN",1977,34.85,84
"1528","MIN",1978,39.66,73
"1529","MIN",1979,37.48,82
"1530","MIN",1980,29.3,77
"1531","MIN",1981,4.93,41
"1532","MIN",1982,-13.53,60
"1533","MIN",1983,22.22,70
"1534","MIN",1984,28.85,81
"1535","MIN",1985,27.89,77
"1536","MIN",1986,34.82,71
"1537","MIN",1987,36.41,85
"1538","MIN",1988,33,91
"1539","MIN",1989,28,80
"1540","MIN",1990,19.47,74
"1541","MIN",1991,41.81,95
"1542","MIN",1992,43.35,90
"1543","MIN",1993,18.96,71
"1544","MIN",1994,3.46,53
"1545","MIN",1995,14.52,56
"1546","MIN",1996,24.14,78
"1547","MIN",1997,21.78,68
"1548","MIN",1998,14.54,70
"1549","MIN",1999,15.84,63
"1550","MIN",2000,32.65,69
"1551","MIN",2001,41.58,85
"1552","MIN",2002,39.48,94
"1553","MIN",2003,39.64,90
"1554","MIN",2004,36.26,92
"1555","MIN",2005,33.04,83
"1556","MIN",2006,38.65,96
"1557","MIN",2007,34.79,79
"1558","MIN",2008,34.45,88
"1559","MIN",2009,27.22,87
"1560","MIN",2010,31.06,94
"1561","MIN",2011,1.04,63
"1562","MIN",2012,10.31,66
"1563","MIN",2013,8.18,66
"1564","MIN",2014,16.36,70
"1565","MIN",2015,17.56,83
"1566","MIN",2016,11.78,59
"1567","MIN",2017,24.81,NA
"1568","ML2",1878,0,NA
"1569","ML3",1891,0,NA
"1570","MLA",1901,0,NA
"1571","MLN",1953,38.79,NA
"1572","MLN",1954,23.1,NA
"1573","MLN",1955,10.76,NA
"1574","MLN",1956,35.12,NA
"1575","MLN",1957,42.46,NA
"1576","MLN",1958,46.29,NA
"1577","MLN",1959,49.3,NA
"1578","MLN",1960,40.08,NA
"1579","MLN",1961,38.38,NA
"1580","MLN",1962,30.93,NA
"1581","MLN",1963,29.74,NA
"1582","MLN",1964,34.11,NA
"1583","MLN",1965,31.58,NA
"1584","MLU",1884,0,8
"1585","MON",1969,-5.75,NA
"1586","MON",1970,7.37,NA
"1587","MON",1971,4.47,NA
"1588","MON",1972,14.62,NA
"1589","MON",1973,23.03,NA
"1590","MON",1974,32.52,NA
"1591","MON",1975,20.54,NA
"1592","MON",1976,12.29,NA
"1593","MON",1977,19.9,NA
"1594","MON",1978,20.87,NA
"1595","MON",1979,24.17,NA
"1596","MON",1980,38.27,NA
"1597","MON",1981,27.13,NA
"1598","MON",1982,33.13,NA
"1599","MON",1983,37.12,NA
"1600","MON",1984,31.31,NA
"1601","MON",1985,32.76,NA
"1602","MON",1986,40.55,NA
"1603","MON",1987,39.06,NA
"1604","MON",1988,38.74,NA
"1605","MON",1989,47.47,NA
"1606","MON",1990,51.94,NA
"1607","MON",1991,37.8,NA
"1608","MON",1992,51.36,NA
"1609","MON",1993,46.15,NA
"1610","MON",1994,46.58,NA
"1611","MON",1995,35.57,NA
"1612","MON",1996,43.05,NA
"1613","MON",1997,37.5,NA
"1614","MON",1998,19.47,NA
"1615","MON",1999,21.95,NA
"1616","MON",2000,23.04,NA
"1617","MON",2001,20.75,NA
"1618","MON",2002,44.31,NA
"1619","MON",2003,39.64,NA
"1620","MON",2004,27.52,NA
"1621","NEW",1915,0,80
"1622","NH1",1875,0,NA
"1623","NY1",1883,0,NA
"1624","NY1",1884,0,NA
"1625","NY1",1885,0,NA
"1626","NY1",1886,0,NA
"1627","NY1",1887,0,NA
"1628","NY1",1888,0,NA
"1629","NY1",1889,0,NA
"1630","NY1",1890,0,NA
"1631","NY1",1891,0,NA
"1632","NY1",1892,0,NA
"1633","NY1",1893,0,NA
"1634","NY1",1894,0,NA
"1635","NY1",1895,0,NA
"1636","NY1",1896,0,NA
"1637","NY1",1897,0,NA
"1638","NY1",1898,0,NA
"1639","NY1",1899,0,NA
"1640","NY1",1900,0,NA
"1641","NY1",1901,0,NA
"1642","NY1",1902,0,NA
"1643","NY1",1903,0,NA
"1644","NY1",1904,0,NA
"1645","NY1",1905,0,NA
"1646","NY1",1906,0,NA
"1647","NY1",1907,0,NA
"1648","NY1",1908,0,NA
"1649","NY1",1909,0,NA
"1650","NY1",1910,0,NA
"1651","NY1",1911,0,NA
"1652","NY1",1912,0,NA
"1653","NY1",1913,0,NA
"1654","NY1",1914,0,NA
"1655","NY1",1915,0,NA
"1656","NY1",1916,0,NA
"1657","NY1",1917,0,NA
"1658","NY1",1918,0,NA
"1659","NY1",1919,0,NA
"1660","NY1",1920,0,NA
"1661","NY1",1921,0,NA
"1662","NY1",1922,0,NA
"1663","NY1",1923,0,NA
"1664","NY1",1924,0,NA
"1665","NY1",1925,0,NA
"1666","NY1",1926,0,NA
"1667","NY1",1927,0,NA
"1668","NY1",1928,0,NA
"1669","NY1",1929,0,NA
"1670","NY1",1930,0,NA
"1671","NY1",1931,0,NA
"1672","NY1",1932,0,NA
"1673","NY1",1933,0,NA
"1674","NY1",1934,0,NA
"1675","NY1",1935,0,NA
"1676","NY1",1936,0,NA
"1677","NY1",1937,0,NA
"1678","NY1",1938,0,NA
"1679","NY1",1939,0,NA
"1680","NY1",1940,0,NA
"1681","NY1",1941,0,NA
"1682","NY1",1942,0,NA
"1683","NY1",1943,0,NA
"1684","NY1",1944,0,NA
"1685","NY1",1945,0,NA
"1686","NY1",1946,0,NA
"1687","NY1",1947,0,NA
"1688","NY1",1948,0,NA
"1689","NY1",1949,27.45,NA
"1690","NY1",1950,36.25,NA
"1691","NY1",1951,41.47,NA
"1692","NY1",1952,31.91,NA
"1693","NY1",1953,36.2,NA
"1694","NY1",1954,47.74,NA
"1695","NY1",1955,16.26,NA
"1696","NY1",1956,16,NA
"1697","NY1",1957,14.61,NA
"1698","NY2",1871,0,NA
"1699","NY2",1872,0,NA
"1700","NY2",1873,0,NA
"1701","NY2",1874,0,NA
"1702","NY2",1875,0,NA
"1703","NY3",1876,0,NA
"1704","NY4",1883,0,NA
"1705","NY4",1884,0,NA
"1706","NY4",1885,0,NA
"1707","NY4",1886,0,NA
"1708","NY4",1887,0,NA
"1709","NYA",1903,0,NA
"1710","NYA",1904,0,NA
"1711","NYA",1905,0,NA
"1712","NYA",1906,0,NA
"1713","NYA",1907,0,NA
"1714","NYA",1908,0,NA
"1715","NYA",1909,0,NA
"1716","NYA",1910,0,NA
"1717","NYA",1911,0,NA
"1718","NYA",1912,0,NA
"1719","NYA",1913,0,NA
"1720","NYA",1914,0,NA
"1721","NYA",1915,0,NA
"1722","NYA",1916,0,NA
"1723","NYA",1917,0,NA
"1724","NYA",1918,0,NA
"1725","NYA",1919,0,NA
"1726","NYA",1920,0,NA
"1727","NYA",1921,0,NA
"1728","NYA",1922,0,NA
"1729","NYA",1923,0,NA
"1730","NYA",1924,0,NA
"1731","NYA",1925,0,NA
"1732","NYA",1926,0,NA
"1733","NYA",1927,0,NA
"1734","NYA",1928,0,NA
"1735","NYA",1929,0,NA
"1736","NYA",1930,0,NA
"1737","NYA",1931,0,NA
"1738","NYA",1932,0,NA
"1739","NYA",1933,0,NA
