"","franchID","yearID","WARP","W"
"1740","NYA",1934,0,NA
"1741","NYA",1935,0,NA
"1742","NYA",1936,0,NA
"1743","NYA",1937,0,NA
"1744","NYA",1938,0,NA
"1745","NYA",1939,0,NA
"1746","NYA",1940,0,NA
"1747","NYA",1941,0,NA
"1748","NYA",1942,0,NA
"1749","NYA",1943,0,NA
"1750","NYA",1944,0,NA
"1751","NYA",1945,0,NA
"1752","NYA",1946,0,NA
"1753","NYA",1947,0,NA
"1754","NYA",1948,0,NA
"1755","NYA",1949,33.67,NA
"1756","NYA",1950,35.95,NA
"1757","NYA",1951,39.53,NA
"1758","NYA",1952,55.22,NA
"1759","NYA",1953,57.76,NA
"1760","NYA",1954,48.15,NA
"1761","NYA",1955,55.08,NA
"1762","NYA",1956,53.43,NA
"1763","NYA",1957,52.04,NA
"1764","NYA",1958,55.65,NA
"1765","NYA",1959,40.03,NA
"1766","NYA",1960,44.3,NA
"1767","NYA",1961,58.99,NA
"1768","NYA",1962,58.31,NA
"1769","NYA",1963,60.01,NA
"1770","NYA",1964,52.21,NA
"1771","NYA",1965,43.8,NA
"1772","NYA",1966,36.54,NA
"1773","NYA",1967,27.44,NA
"1774","NYA",1968,24.33,NA
"1775","NYA",1969,27.52,NA
"1776","NYA",1970,44.55,NA
"1777","NYA",1971,43.3,NA
"1778","NYA",1972,33.1,NA
"1779","NYA",1973,29.08,NA
"1780","NYA",1974,37.27,NA
"1781","NYA",1975,18.79,NA
"1782","NYA",1976,43.82,NA
"1783","NYA",1977,45.51,NA
"1784","NYA",1978,47.32,NA
"1785","NYA",1979,41.47,NA
"1786","NYA",1980,50.15,NA
"1787","NYA",1981,32.5,NA
"1788","NYA",1982,34.77,NA
"1789","NYA",1983,44.53,NA
"1790","NYA",1984,35.61,NA
"1791","NYA",1985,58.62,NA
"1792","NYA",1986,51.52,NA
"1793","NYA",1987,33.63,NA
"1794","NYA",1988,31.84,NA
"1795","NYA",1989,28.11,NA
"1796","NYA",1990,12.95,NA
"1797","NYA",1991,22.54,NA
"1798","NYA",1992,27.05,NA
"1799","NYA",1993,48.92,NA
"1800","NYA",1994,38.79,NA
"1801","NYA",1995,37.85,NA
"1802","NYA",1996,45.45,NA
"1803","NYA",1997,51.53,NA
"1804","NYA",1998,66.08,NA
"1805","NYA",1999,53.11,NA
"1806","NYA",2000,42.63,NA
"1807","NYA",2001,48.27,NA
"1808","NYA",2002,58.91,NA
"1809","NYA",2003,57.97,NA
"1810","NYA",2004,47.16,NA
"1811","NYA",2005,44.44,NA
"1812","NYA",2006,41.23,NA
"1813","NYA",2007,47.23,NA
"1814","NYA",2008,39.94,NA
"1815","NYA",2009,46.54,NA
"1816","NYA",2010,36.73,NA
"1817","NYA",2011,44.47,NA
"1818","NYA",2012,42.68,NA
"1819","NYA",2013,25.25,NA
"1820","NYA",2014,29.54,NA
"1821","NYA",2015,33.42,NA
"1822","NYA",2016,30.42,NA
"1823","NYA",2017,55.08,NA
"1824","NYN",1962,11.17,NA
"1825","NYN",1963,9.77,NA
"1826","NYN",1964,0.79,NA
"1827","NYN",1965,25.3,NA
"1828","NYN",1966,30.19,NA
"1829","NYN",1967,16.16,NA
"1830","NYN",1968,41.93,NA
"1831","NYN",1969,45.38,NA
"1832","NYN",1970,46.78,NA
"1833","NYN",1971,39.34,NA
"1834","NYN",1972,31.57,NA
"1835","NYN",1973,40,NA
"1836","NYN",1974,30.24,NA
"1837","NYN",1975,40.67,NA
"1838","NYN",1976,46.62,NA
"1839","NYN",1977,23.09,NA
"1840","NYN",1978,24.83,NA
"1841","NYN",1979,10.42,NA
"1842","NYN",1980,18.18,NA
"1843","NYN",1981,11.46,NA
"1844","NYN",1982,3,NA
"1845","NYN",1983,9,NA
"1846","NYN",1984,25.57,NA
"1847","NYN",1985,47.53,NA
"1848","NYN",1986,53.66,NA
"1849","NYN",1987,59.37,NA
"1850","NYN",1988,59.17,NA
"1851","NYN",1989,45.89,NA
"1852","NYN",1990,59.46,NA
"1853","NYN",1991,40.22,NA
"1854","NYN",1992,36.31,NA
"1855","NYN",1993,29.49,NA
"1856","NYN",1994,20.63,NA
"1857","NYN",1995,38.93,NA
"1858","NYN",1996,32.93,NA
"1859","NYN",1997,46.28,NA
"1860","NYN",1998,41.32,NA
"1861","NYN",1999,48.78,NA
"1862","NYN",2000,49.7,NA
"1863","NYN",2001,39.87,NA
"1864","NYN",2002,32.19,NA
"1865","NYN",2003,19.34,NA
"1866","NYN",2004,23.47,NA
"1867","NYN",2005,43.87,NA
"1868","NYN",2006,50.16,NA
"1869","NYN",2007,38.04,NA
"1870","NYN",2008,47.58,NA
"1871","NYN",2009,25.81,NA
"1872","NYN",2010,38.12,NA
"1873","NYN",2011,31.66,NA
"1874","NYN",2012,33.81,NA
"1875","NYN",2013,27.91,NA
"1876","NYN",2014,29.68,NA
"1877","NYN",2015,47.24,NA
"1878","NYN",2016,45.83,NA
"1879","NYN",2017,30.58,NA
"1880","NYP",1890,0,NA
"1881","OAK",1968,22.32,82
"1882","OAK",1969,39.48,88
"1883","OAK",1970,30.6,89
"1884","OAK",1971,47.38,101
"1885","OAK",1972,35.72,93
"1886","OAK",1973,34.16,94
"1887","OAK",1974,35.94,90
"1888","OAK",1975,30.95,98
"1889","OAK",1976,32.11,87
"1890","OAK",1977,8.76,63
"1891","OAK",1978,0.56,69
"1892","OAK",1979,-15.48,54
"1893","OAK",1980,40.33,83
"1894","OAK",1981,21.74,64
"1895","OAK",1982,8.35,68
"1896","OAK",1983,18.84,74
"1897","OAK",1984,10.26,77
"1898","OAK",1985,23.62,77
"1899","OAK",1986,40.48,76
"1900","OAK",1987,46.12,81
"1901","OAK",1988,43.99,104
"1902","OAK",1989,38.76,99
"1903","OAK",1990,44.88,103
"1904","OAK",1991,20.96,84
"1905","OAK",1992,27.18,96
"1906","OAK",1993,21.96,68
"1907","OAK",1994,16.98,51
"1908","OAK",1995,30.03,67
"1909","OAK",1996,27.25,78
"1910","OAK",1997,15.75,65
"1911","OAK",1998,33.55,74
"1912","OAK",1999,44.1,87
"1913","OAK",2000,36.7,91
"1914","OAK",2001,56.54,102
"1915","OAK",2002,48.36,103
"1916","OAK",2003,43.15,96
"1917","OAK",2004,37.38,91
"1918","OAK",2005,39.65,88
"1919","OAK",2006,29.98,93
"1920","OAK",2007,33.23,76
"1921","OAK",2008,28.15,75
"1922","OAK",2009,24.8,75
"1923","OAK",2010,32.28,81
"1924","OAK",2011,24.71,74
"1925","OAK",2012,37.5,94
"1926","OAK",2013,43.89,96
"1927","OAK",2014,38.05,88
"1928","OAK",2015,22.61,68
"1929","OAK",2016,21.95,69
"1930","OAK",2017,21.7,NA
"1931","PH1",1871,0,NA
"1932","PH1",1872,0,NA
"1933","PH1",1873,0,NA
"1934","PH1",1874,0,NA
"1935","PH1",1875,0,NA
"1936","PH2",1873,0,NA
"1937","PH2",1874,0,NA
"1938","PH2",1875,0,NA
"1939","PH3",1875,0,NA
"1940","PH4",1882,0,NA
"1941","PH4",1883,0,NA
"1942","PH4",1884,0,NA
"1943","PH4",1885,0,NA
"1944","PH4",1886,0,NA
"1945","PH4",1887,0,NA
"1946","PH4",1888,0,NA
"1947","PH4",1889,0,NA
"1948","PH4",1890,0,NA
"1949","PH4",1891,0,NA
"1950","PHA",1901,0,NA
"1951","PHA",1902,0,NA
"1952","PHA",1903,0,NA
"1953","PHA",1904,0,NA
"1954","PHA",1905,0,NA
"1955","PHA",1906,0,NA
"1956","PHA",1907,0,NA
"1957","PHA",1908,0,NA
"1958","PHA",1909,0,NA
"1959","PHA",1910,0,NA
"1960","PHA",1911,0,NA
"1961","PHA",1912,0,NA
"1962","PHA",1913,0,NA
"1963","PHA",1914,0,NA
"1964","PHA",1915,0,NA
"1965","PHA",1916,0,NA
"1966","PHA",1917,0,NA
"1967","PHA",1918,0,NA
"1968","PHA",1919,0,NA
"1969","PHA",1920,0,NA
"1970","PHA",1921,0,NA
"1971","PHA",1922,0,NA
"1972","PHA",1923,0,NA
"1973","PHA",1924,0,NA
"1974","PHA",1925,0,NA
"1975","PHA",1926,0,NA
"1976","PHA",1927,0,NA
"1977","PHA",1928,0,NA
"1978","PHA",1929,0,NA
"1979","PHA",1930,0,NA
"1980","PHA",1931,0,NA
"1981","PHA",1932,0,NA
"1982","PHA",1933,0,NA
"1983","PHA",1934,0,NA
"1984","PHA",1935,0,NA
"1985","PHA",1936,0,NA
"1986","PHA",1937,0,NA
"1987","PHA",1938,0,NA
"1988","PHA",1939,0,NA
"1989","PHA",1940,0,NA
"1990","PHA",1941,0,NA
"1991","PHA",1942,0,NA
"1992","PHA",1943,0,NA
"1993","PHA",1944,0,NA
"1994","PHA",1945,0,NA
"1995","PHA",1946,0,NA
"1996","PHA",1947,0,NA
"1997","PHA",1948,0,NA
"1998","PHA",1949,25.47,NA
"1999","PHA",1950,10.19,NA
"2000","PHA",1951,33.45,NA
"2001","PHA",1952,32.69,NA
"2002","PHA",1953,18.35,NA
"2003","PHA",1954,-2.95,NA
"2004","PHI",1883,0,17
"2005","PHI",1884,0,39
"2006","PHI",1885,0,56
"2007","PHI",1886,0,71
"2008","PHI",1887,0,75
"2009","PHI",1888,0,69
"2010","PHI",1889,0,63
"2011","PHI",1890,0,78
"2012","PHI",1891,0,68
"2013","PHI",1892,0,87
"2014","PHI",1893,0,72
"2015","PHI",1894,0,71
"2016","PHI",1895,0,78
"2017","PHI",1896,0,62
"2018","PHI",1897,0,55
"2019","PHI",1898,0,78
"2020","PHI",1899,0,94
"2021","PHI",1900,0,75
"2022","PHI",1901,0,83
"2023","PHI",1902,0,56
"2024","PHI",1903,0,49
"2025","PHI",1904,0,52
"2026","PHI",1905,0,83
"2027","PHI",1906,0,71
"2028","PHI",1907,0,83
"2029","PHI",1908,0,83
"2030","PHI",1909,0,74
"2031","PHI",1910,0,78
"2032","PHI",1911,0,79
"2033","PHI",1912,0,73
"2034","PHI",1913,0,88
"2035","PHI",1914,0,74
"2036","PHI",1915,0,90
"2037","PHI",1916,0,91
"2038","PHI",1917,0,87
"2039","PHI",1918,0,55
"2040","PHI",1919,0,47
"2041","PHI",1920,0,62
"2042","PHI",1921,0,51
"2043","PHI",1922,0,57
"2044","PHI",1923,0,50
"2045","PHI",1924,0,55
"2046","PHI",1925,0,68
"2047","PHI",1926,0,58
"2048","PHI",1927,0,51
"2049","PHI",1928,0,43
"2050","PHI",1929,0,71
"2051","PHI",1930,0,52
"2052","PHI",1931,0,66
"2053","PHI",1932,0,78
"2054","PHI",1933,0,60
"2055","PHI",1934,0,56
"2056","PHI",1935,0,64
"2057","PHI",1936,0,54
"2058","PHI",1937,0,61
"2059","PHI",1938,0,45
"2060","PHI",1939,0,45
"2061","PHI",1940,0,50
"2062","PHI",1941,0,43
"2063","PHI",1942,0,42
"2064","PHI",1943,0,64
"2065","PHI",1944,0,61
"2066","PHI",1945,0,46
"2067","PHI",1946,0,69
"2068","PHI",1947,0,62
"2069","PHI",1948,0,66
"2070","PHI",1949,18.26,81
"2071","PHI",1950,33.06,91
"2072","PHI",1951,28.01,73
"2073","PHI",1952,40.94,87
"2074","PHI",1953,36.96,83
"2075","PHI",1954,31.92,75
"2076","PHI",1955,38.18,77
"2077","PHI",1956,27.45,71
"2078","PHI",1957,36.64,77
"2079","PHI",1958,42.14,69
"2080","PHI",1959,26.87,64
"2081","PHI",1960,17.39,59
"2082","PHI",1961,19.8,47
"2083","PHI",1962,32.94,81
"2084","PHI",1963,48.53,87
"2085","PHI",1964,39.41,92
"2086","PHI",1965,55.63,85
"2087","PHI",1966,53.31,87
"2088","PHI",1967,47.86,82
"2089","PHI",1968,31.59,76
"2090","PHI",1969,25.83,63
"2091","PHI",1970,20.39,73
"2092","PHI",1971,28.01,67
"2093","PHI",1972,11.38,59
"2094","PHI",1973,16.07,71
"2095","PHI",1974,32.91,80
"2096","PHI",1975,46.69,86
"2097","PHI",1976,47.2,101
"2098","PHI",1977,52.78,101
"2099","PHI",1978,43.8,90
"2100","PHI",1979,34.82,84
"2101","PHI",1980,38.04,91
"2102","PHI",1981,29.51,59
"2103","PHI",1982,41.11,89
"2104","PHI",1983,44.17,90
"2105","PHI",1984,41.3,81
"2106","PHI",1985,27.59,75
"2107","PHI",1986,31.23,86
"2108","PHI",1987,29.33,80
"2109","PHI",1988,9.06,65
"2110","PHI",1989,25.46,67
"2111","PHI",1990,24.97,77
"2112","PHI",1991,24.39,78
"2113","PHI",1992,30.82,70
"2114","PHI",1993,55.07,97
"2115","PHI",1994,21.29,54
"2116","PHI",1995,27.14,69
"2117","PHI",1996,25.61,67
"2118","PHI",1997,20.93,68
"2119","PHI",1998,29.16,75
"2120","PHI",1999,34.48,77
"2121","PHI",2000,28.78,65
"2122","PHI",2001,43.83,86
"2123","PHI",2002,46.7,80
"2124","PHI",2003,45.52,86
"2125","PHI",2004,43.9,86
"2126","PHI",2005,50.1,88
"2127","PHI",2006,45.54,85
"2128","PHI",2007,41.66,89
"2129","PHI",2008,41.07,92
"2130","PHI",2009,44.72,93
"2131","PHI",2010,47.85,97
"2132","PHI",2011,51.49,102
"2133","PHI",2012,38.5,81
"2134","PHI",2013,16.03,73
"2135","PHI",2014,24.74,73
"2136","PHI",2015,7.99,63
"2137","PHI",2016,22.48,71
"2138","PHI",2017,28.72,NA
"2139","PHN",1876,0,NA
"2140","PHP",1890,0,NA
"2141","PHU",1884,0,NA
"2142","PIT",1887,0,55
"2143","PIT",1888,0,66
"2144","PIT",1889,0,61
"2145","PIT",1890,0,23
"2146","PIT",1891,0,55
"2147","PIT",1892,0,80
"2148","PIT",1893,0,81
"2149","PIT",1894,0,65
"2150","PIT",1895,0,71
"2151","PIT",1896,0,66
"2152","PIT",1897,0,60
"2153","PIT",1898,0,72
"2154","PIT",1899,0,76
"2155","PIT",1900,0,79
"2156","PIT",1901,0,90
"2157","PIT",1902,0,103
"2158","PIT",1903,0,91
"2159","PIT",1904,0,87
"2160","PIT",1905,0,96
"2161","PIT",1906,0,93
"2162","PIT",1907,0,91
"2163","PIT",1908,0,98
"2164","PIT",1909,0,110
"2165","PIT",1910,0,86
"2166","PIT",1911,0,85
"2167","PIT",1912,0,93
"2168","PIT",1913,0,78
"2169","PIT",1914,0,69
"2170","PIT",1915,0,73
"2171","PIT",1916,0,65
"2172","PIT",1917,0,51
"2173","PIT",1918,0,65
"2174","PIT",1919,0,71
"2175","PIT",1920,0,79
"2176","PIT",1921,0,90
"2177","PIT",1922,0,85
"2178","PIT",1923,0,87
"2179","PIT",1924,0,90
"2180","PIT",1925,0,95
"2181","PIT",1926,0,84
"2182","PIT",1927,0,94
"2183","PIT",1928,0,85
"2184","PIT",1929,0,88
"2185","PIT",1930,0,80
"2186","PIT",1931,0,75
"2187","PIT",1932,0,86
"2188","PIT",1933,0,87
"2189","PIT",1934,0,74
"2190","PIT",1935,0,86
"2191","PIT",1936,0,84
"2192","PIT",1937,0,86
"2193","PIT",1938,0,86
"2194","PIT",1939,0,68
"2195","PIT",1940,0,78
"2196","PIT",1941,0,81
"2197","PIT",1942,0,66
"2198","PIT",1943,0,80
"2199","PIT",1944,0,90
"2200","PIT",1945,0,82
"2201","PIT",1946,0,63
"2202","PIT",1947,0,62
"2203","PIT",1948,0,83
"2204","PIT",1949,18.53,71
"2205","PIT",1950,21.36,57
"2206","PIT",1951,13.37,64
"2207","PIT",1952,-2.24,42
"2208","PIT",1953,0.69,50
"2209","PIT",1954,-4.5,53
"2210","PIT",1955,-9.35,60
"2211","PIT",1956,10.36,66
"2212","PIT",1957,19.64,62
"2213","PIT",1958,16.7,84
"2214","PIT",1959,35.55,78
"2215","PIT",1960,46.32,95
"2216","PIT",1961,27.83,75
"2217","PIT",1962,28.73,93
"2218","PIT",1963,28.96,74
"2219","PIT",1964,33.96,80
"2220","PIT",1965,31.16,90
"2221","PIT",1966,43.22,92
"2222","PIT",1967,32.89,81
"2223","PIT",1968,31.03,80
"2224","PIT",1969,31.14,88
"2225","PIT",1970,34.4,89
"2226","PIT",1971,29.54,97
"2227","PIT",1972,46.64,96
"2228","PIT",1973,35.22,80
"2229","PIT",1974,39.85,88
"2230","PIT",1975,48.06,92
"2231","PIT",1976,42.76,92
"2232","PIT",1977,45.65,96
"2233","PIT",1978,33.4,88
"2234","PIT",1979,47.96,98
"2235","PIT",1980,32.77,83
"2236","PIT",1981,12.5,46
"2237","PIT",1982,43.79,84
"2238","PIT",1983,38.08,84
"2239","PIT",1984,34.62,75
"2240","PIT",1985,15.8,57
"2241","PIT",1986,26.87,64
"2242","PIT",1987,33.18,80
"2243","PIT",1988,31.11,85
"2244","PIT",1989,28.83,74
"2245","PIT",1990,46.5,95
"2246","PIT",1991,52.86,98
"2247","PIT",1992,49.78,96
"2248","PIT",1993,28.01,75
"2249","PIT",1994,19.94,53
"2250","PIT",1995,16.79,58
"2251","PIT",1996,35.75,73
"2252","PIT",1997,37.45,79
"2253","PIT",1998,18.23,69
"2254","PIT",1999,42.14,78
"2255","PIT",2000,23.45,69
"2256","PIT",2001,16.67,62
"2257","PIT",2002,19.06,72
"2258","PIT",2003,30.54,75
"2259","PIT",2004,27.94,72
"2260","PIT",2005,16.52,67
"2261","PIT",2006,16.92,67
"2262","PIT",2007,22.15,68
"2263","PIT",2008,10.44,67
"2264","PIT",2009,13.62,62
"2265","PIT",2010,3.26,57
"2266","PIT",2011,15.16,72
"2267","PIT",2012,29.01,79
"2268","PIT",2013,42.75,94
"2269","PIT",2014,49.96,88
"2270","PIT",2015,45.77,98
"2271","PIT",2016,30.45,78
"2272","PIT",2017,23.8,NA
"2273","PRO",1878,0,33
"2274","PRO",1879,0,59
"2275","PRO",1880,0,52
"2276","PRO",1881,0,47
"2277","PRO",1882,0,52
"2278","PRO",1883,0,58
"2279","PRO",1884,0,84
"2280","PRO",1885,0,53
"2281","PT1",1882,0,NA
"2282","PT1",1883,0,NA
"2283","PT1",1884,0,NA
"2284","PT1",1885,0,NA
"2285","PT1",1886,0,NA
"2286","PTF",1914,0,NA
"2287","PTF",1915,0,NA
"2288","PTP",1890,0,NA
"2289","RC1",1871,0,NA
"2290","RC2",1890,0,NA
"2291","RIC",1884,0,12
"2292","SDN",1969,-9.08,NA
"2293","SDN",1970,21.67,NA
"2294","SDN",1971,14.32,NA
"2295","SDN",1972,12.5,NA
"2296","SDN",1973,12.85,NA
"2297","SDN",1974,8.46,NA
"2298","SDN",1975,25.56,NA
"2299","SDN",1976,23.32,NA
"2300","SDN",1977,19.76,NA
"2301","SDN",1978,19.16,NA
"2302","SDN",1979,27.78,NA
"2303","SDN",1980,21.15,NA
"2304","SDN",1981,8.26,NA
"2305","SDN",1982,28.18,NA
"2306","SDN",1983,18.26,NA
"2307","SDN",1984,33.52,NA
"2308","SDN",1985,18.94,NA
"2309","SDN",1986,13.37,NA
"2310","SDN",1987,32.14,NA
"2311","SDN",1988,35.42,NA
"2312","SDN",1989,40.81,NA
"2313","SDN",1990,31.24,NA
"2314","SDN",1991,28.9,NA
"2315","SDN",1992,32.83,NA
"2316","SDN",1993,24.11,NA
"2317","SDN",1994,25.19,NA
"2318","SDN",1995,31.04,NA
"2319","SDN",1996,49.58,NA
"2320","SDN",1997,33.44,NA
"2321","SDN",1998,45.32,NA
"2322","SDN",1999,31.98,NA
"2323","SDN",2000,28.57,NA
"2324","SDN",2001,36.44,NA
"2325","SDN",2002,25.46,NA
"2326","SDN",2003,31.18,NA
"2327","SDN",2004,54.53,NA
"2328","SDN",2005,37.85,NA
"2329","SDN",2006,49.83,NA
"2330","SDN",2007,52.45,NA
"2331","SDN",2008,31.26,NA
"2332","SDN",2009,32.97,NA
"2333","SDN",2010,44.35,NA
"2334","SDN",2011,29.12,NA
"2335","SDN",2012,31.72,NA
"2336","SDN",2013,23.02,NA
"2337","SDN",2014,26.7,NA
"2338","SDN",2015,26.34,NA
"2339","SDN",2016,17.27,NA
"2340","SDN",2017,23.31,NA
"2341","SE1",1969,15.48,NA
"2342","SEA",1977,7.78,64
"2343","SEA",1978,1.69,56
"2344","SEA",1979,25.26,67
"2345","SEA",1980,13.98,59
"2346","SEA",1981,12.19,44
"2347","SEA",1982,25.01,76
"2348","SEA",1983,25.35,60
"2349","SEA",1984,26.23,74
"2350","SEA",1985,29.59,74
"2351","SEA",1986,29.41,67
"2352","SEA",1987,36.91,78
"2353","SEA",1988,22.4,68
"2354","SEA",1989,25.24,73
"2355","SEA",1990,35.29,77
"2356","SEA",1991,30.78,83
"2357","SEA",1992,25.12,64
"2358","SEA",1993,39.7,82
"2359","SEA",1994,18.27,49
"2360","SEA",1995,26.45,79
"2361","SEA",1996,36.52,85
"2362","SEA",1997,46.8,90
"2363","SEA",1998,47.4,76
"2364","SEA",1999,30.68,79
"2365","SEA",2000,42.43,91
"2366","SEA",2001,54.68,116
"2367","SEA",2002,50.51,93
"2368","SEA",2003,38.92,93
"2369","SEA",2004,20.71,63
"2370","SEA",2005,18.44,69
"2371","SEA",2006,34.68,78
"2372","SEA",2007,33.88,88
"2373","SEA",2008,17.58,61
"2374","SEA",2009,27.95,85
"2375","SEA",2010,13.27,61
"2376","SEA",2011,23.32,67
"2377","SEA",2012,31.4,75
"2378","SEA",2013,27.95,71
"2379","SEA",2014,38.79,87
"2380","SEA",2015,32.06,76
"2381","SEA",2016,30.87,86
"2382","SEA",2017,26.9,NA
"2383","SFN",1958,48.71,NA
"2384","SFN",1959,50.91,NA
"2385","SFN",1960,42.34,NA
"2386","SFN",1961,30.48,NA
"2387","SFN",1962,61.94,NA
"2388","SFN",1963,51.54,NA
"2389","SFN",1964,40.59,NA
"2390","SFN",1965,51.09,NA
"2391","SFN",1966,45.05,NA
"2392","SFN",1967,48.7,NA
"2393","SFN",1968,46.08,NA
"2394","SFN",1969,44.89,NA
"2395","SFN",1970,37.71,NA
"2396","SFN",1971,27.57,NA
"2397","SFN",1972,22.85,NA
"2398","SFN",1973,16.64,NA
"2399","SFN",1974,11.37,NA
"2400","SFN",1975,35.55,NA
"2401","SFN",1976,19.45,NA
"2402","SFN",1977,22.91,NA
"2403","SFN",1978,29.37,NA
"2404","SFN",1979,23.66,NA
"2405","SFN",1980,19.21,NA
"2406","SFN",1981,20.12,NA
"2407","SFN",1982,34.6,NA
"2408","SFN",1983,38.09,NA
"2409","SFN",1984,23.94,NA
"2410","SFN",1985,31.92,NA
"2411","SFN",1986,39.21,NA
"2412","SFN",1987,51.59,NA
"2413","SFN",1988,43.09,NA
"2414","SFN",1989,39.85,NA
"2415","SFN",1990,36.41,NA
"2416","SFN",1991,29.25,NA
"2417","SFN",1992,25.2,NA
"2418","SFN",1993,49.61,NA
"2419","SFN",1994,22.6,NA
"2420","SFN",1995,17.47,NA
"2421","SFN",1996,19.26,NA
"2422","SFN",1997,40.03,NA
"2423","SFN",1998,47.67,NA
"2424","SFN",1999,30.98,NA
"2425","SFN",2000,50.23,NA
"2426","SFN",2001,41.55,NA
"2427","SFN",2002,50.61,NA
"2428","SFN",2003,35.08,NA
"2429","SFN",2004,42.26,NA
"2430","SFN",2005,20.64,NA
"2431","SFN",2006,30.26,NA
"2432","SFN",2007,26.95,NA
"2433","SFN",2008,26.83,NA
"2434","SFN",2009,43.65,NA
"2435","SFN",2010,49.97,NA
"2436","SFN",2011,43.78,NA
"2437","SFN",2012,45.48,NA
"2438","SFN",2013,29.43,NA
"2439","SFN",2014,36.95,NA
"2440","SFN",2015,38.69,NA
"2441","SFN",2016,47.36,NA
"2442","SFN",2017,19.1,NA
"2443","SL1",1875,0,NA
"2444","SL2",1875,0,NA
"2445","SL3",1876,0,NA
"2446","SL3",1877,0,NA
"2447","SL4",1882,0,NA
"2448","SL4",1883,0,NA
"2449","SL4",1884,0,NA
"2450","SL4",1885,0,NA
"2451","SL4",1886,0,NA
"2452","SL4",1887,0,NA
"2453","SL4",1888,0,NA
"2454","SL4",1889,0,NA
"2455","SL4",1890,0,NA
"2456","SL4",1891,0,NA
"2457","SL5",1885,0,NA
"2458","SL5",1886,0,NA
"2459","SLA",1902,0,NA
"2460","SLA",1903,0,NA
"2461","SLA",1904,0,NA
"2462","SLA",1905,0,NA
"2463","SLA",1906,0,NA
"2464","SLA",1907,0,NA
"2465","SLA",1908,0,NA
"2466","SLA",1909,0,NA
"2467","SLA",1910,0,NA
"2468","SLA",1911,0,NA
"2469","SLA",1912,0,NA
"2470","SLA",1913,0,NA
"2471","SLA",1914,0,NA
"2472","SLA",1915,0,NA
"2473","SLA",1916,0,NA
"2474","SLA",1917,0,NA
"2475","SLA",1918,0,NA
"2476","SLA",1919,0,NA
"2477","SLA",1920,0,NA
"2478","SLA",1921,0,NA
"2479","SLA",1922,0,NA
"2480","SLA",1923,0,NA
"2481","SLA",1924,0,NA
"2482","SLA",1925,0,NA
"2483","SLA",1926,0,NA
"2484","SLA",1927,0,NA
"2485","SLA",1928,0,NA
"2486","SLA",1929,0,NA
"2487","SLA",1930,0,NA
"2488","SLA",1931,0,NA
"2489","SLA",1932,0,NA
"2490","SLA",1933,0,NA
"2491","SLA",1934,0,NA
"2492","SLA",1935,0,NA
"2493","SLA",1936,0,NA
"2494","SLA",1937,0,NA
"2495","SLA",1938,0,NA
"2496","SLA",1939,0,NA
"2497","SLA",1940,0,NA
"2498","SLA",1941,0,NA
"2499","SLA",1942,0,NA
"2500","SLA",1943,0,NA
"2501","SLA",1944,0,NA
"2502","SLA",1945,0,NA
"2503","SLA",1946,0,NA
"2504","SLA",1947,0,NA
"2505","SLA",1948,0,NA
"2506","SLA",1949,9.49,NA
"2507","SLA",1950,2.08,NA
"2508","SLA",1951,2.6,NA
"2509","SLA",1952,13.14,NA
"2510","SLA",1953,12.65,NA
"2511","SLF",1914,0,NA
"2512","SLF",1915,0,NA
"2513","SLN",1892,0,NA
"2514","SLN",1893,0,NA
"2515","SLN",1894,0,NA
"2516","SLN",1895,0,NA
"2517","SLN",1896,0,NA
"2518","SLN",1897,0,NA
"2519","SLN",1898,0,NA
"2520","SLN",1899,0,NA
"2521","SLN",1900,0,NA
"2522","SLN",1901,0,NA
"2523","SLN",1902,0,NA
"2524","SLN",1903,0,NA
"2525","SLN",1904,0,NA
"2526","SLN",1905,0,NA
"2527","SLN",1906,0,NA
"2528","SLN",1907,0,NA
"2529","SLN",1908,0,NA
"2530","SLN",1909,0,NA
"2531","SLN",1910,0,NA
"2532","SLN",1911,0,NA
"2533","SLN",1912,0,NA
"2534","SLN",1913,0,NA
"2535","SLN",1914,0,NA
"2536","SLN",1915,0,NA
"2537","SLN",1916,0,NA
"2538","SLN",1917,0,NA
"2539","SLN",1918,0,NA
"2540","SLN",1919,0,NA
"2541","SLN",1920,0,NA
"2542","SLN",1921,0,NA
"2543","SLN",1922,0,NA
"2544","SLN",1923,0,NA
"2545","SLN",1924,0,NA
"2546","SLN",1925,0,NA
"2547","SLN",1926,0,NA
"2548","SLN",1927,0,NA
"2549","SLN",1928,0,NA
"2550","SLN",1929,0,NA
"2551","SLN",1930,0,NA
"2552","SLN",1931,0,NA
"2553","SLN",1932,0,NA
"2554","SLN",1933,0,NA
"2555","SLN",1934,0,NA
"2556","SLN",1935,0,NA
"2557","SLN",1936,0,NA
"2558","SLN",1937,0,NA
"2559","SLN",1938,0,NA
"2560","SLN",1939,0,NA
"2561","SLN",1940,0,NA
"2562","SLN",1941,0,NA
"2563","SLN",1942,0,NA
"2564","SLN",1943,0,NA
"2565","SLN",1944,0,NA
"2566","SLN",1945,0,NA
"2567","SLN",1946,0,NA
"2568","SLN",1947,0,NA
"2569","SLN",1948,0,NA
"2570","SLN",1949,25.53,NA
"2571","SLN",1950,21.76,NA
"2572","SLN",1951,8.29,NA
"2573","SLN",1952,17.55,NA
"2574","SLN",1953,24.22,NA
"2575","SLN",1954,14.33,NA
